means,standard,datatype,condition
1.7645986612527311,0.25338802036655667,exp,Glycerol
1.6812828664757993,0.2340122476890938,exp,Glucose
2.1091570138938174,0.29008045008163263,exp,Glucose +AA
1.816170290529839,0.2589343059214672,simul,Glycerol
1.7931455088842005,0.3504322450635535,simul,Glucose
2.133770824160332,0.3610244084100153,simul,Glucose +AA
