dLambda_if,dLambda_ib,Lambda_b,Lambda_f,Lambda_i,T_ib,T_if,R_if,alpha
0.8033819654616544,0.572,1.5654,1.79096292682386,0.9875809613622056,57.0,70.0,1.8134846629217325,0.012268064916271488
1.088288191471242,0.7685,1.6455,1.978377296439319,0.8900891049680771,50.0,66.0,2.222673309219163,0.017459029017641105
1.3407900770282544,1.0111,2.0156,2.3521263779947525,1.0113363009664982,106.0,124.0,2.325760852989168,0.009820183539644879
0.6243736047432338,0.9177500000000001,2.0156,1.7961486563741624,1.1717750516309287,57.0,51.0,1.5328442552810821,0.012082570967445066
1.0795336362634003,0.6761,1.3662,1.8653069010660361,0.785773264802636,36.0,59.0,2.373848773710249,0.0211394581502619
0.8376490396390316,0.8102499999999999,1.6914,1.713216347704839,0.8755673080658074,43.0,46.0,1.9566929143225549,0.021052551206103956
0.9251663852436736,0.6266,1.8203,2.086460059189001,1.1612936739453275,45.0,58.0,1.7966687548555693,0.014574559466180272
1.154260439600732,0.6532,1.8857,2.3371494457449202,1.1828890061441881,48.0,72.0,1.9757977575285992,0.01364493444933656
1.1436922696470153,0.78705,1.96,2.2693596777590987,1.1256674081120834,58.0,74.0,2.016012599640921,0.013668981829685055
1.0650883481282722,0.8424500000000001,2.0801,2.2751002782891416,1.2100119301608694,50.0,57.0,1.8802296254935853,0.015980857257451804
0.9291467240519773,0.92335,1.8896,1.8820084699881319,0.9528617459361546,47.0,45.0,1.9751117914164158,0.021820762493445566
0.9354459724771629,0.8807500000000001,1.9541,1.9791312502084426,1.0436852777312797,45.0,45.0,1.896291240699109,0.020515123481441057
1.0842573024103803,0.68815,1.71,2.096036554140093,1.0117792517297128,42.0,56.0,2.0716342527846474,0.018763737813674405
0.9768430036718048,0.8561000000000001,1.9512,2.030790718230379,1.053947714558574,54.0,57.0,1.9268419962188892,0.0166006714638758
1.3095708131660728,0.8789499999999999,1.9668,2.4199117621312123,1.1103409489651395,51.0,68.0,2.1794312498216155,0.01652870139090668
0.849068311518214,0.9588999999999999,2.4082,2.0238480530344707,1.1747797415162566,53.0,52.0,1.72274681075309,0.015090590127698556
1.2810219387712227,0.7903999999999998,2.0898,2.610165720250142,1.3291437814789193,49.0,75.0,1.9637948554714284,0.012981923050819324
1.4721101617550207,1.42855,2.3438,2.406743133655549,0.9346329719005281,155.0,163.0,2.5750676533073302,0.008371842551600853
1.3700347064479326,0.6514,1.5615,2.3486728049011725,0.9786380984532398,44.0,82.0,2.399940088796159,0.015402419407142228
1.3462641934207857,0.6520999999999999,1.7656,2.5050072690400467,1.158743075619261,42.0,79.0,2.161831489436352,0.014079165470635866
0.7500400301532537,0.64465,1.6953,1.825093649391333,1.0750536192380793,39.0,45.0,1.6976768569783787,0.016968041696059637
0.9643127357797509,0.8514999999999999,1.7744,1.879159762930909,0.9148470271511581,53.0,58.0,2.0540699233429542,0.017904918858616788
1.1550731684356599,0.7787000000000001,1.6455,2.0821539637321376,0.9270807952964776,51.0,72.0,2.24592503080195,0.016212635711668394
0.8184917672089194,0.74325,1.8486,1.8897877574034792,1.0712959901945598,52.0,54.0,1.764020191152094,0.01516420507818751
1.1017047515233083,0.9656999999999999,1.8848,2.0377524818598207,0.9360477303365126,45.0,50.0,2.1769749723416787,0.022446496432689606
0.9917605871846167,0.8089,1.8486,2.0995499766042696,1.1077893894196529,50.0,61.0,1.895260955427799,0.015121254170968502
0.9709869099281916,0.69045,1.8242,2.058320460382746,1.0873335504545543,45.0,56.0,1.8929982060447554,0.016440590068393157
0.7974653429054628,0.7470999999999999,1.8242,1.8533032642958818,1.055837921390419,43.0,46.0,1.7552914389126044,0.01764588233799884
0.904363830936713,0.5680999999999999,1.3652,1.7541588159208588,0.8497949849841457,45.0,70.0,2.0642141303688506,0.014937037655375464
1.0226922060736396,0.8210500000000001,1.6367,1.9464554612970475,0.923763255223408,52.0,69.0,2.107093403305272,0.015583395179791754
0.8265905447114958,0.6089999999999999,1.501,1.75238608301009,0.9257955382985941,79.0,95.0,1.8928435172960383,0.009690054182719227
0.814984822780239,0.9242,1.8857,1.7627983813557053,0.9478135585754663,59.0,50.0,1.859857738272003,0.017903845457432035
1.0050727839998923,0.7321000000000001,1.6914,1.9687213780763049,0.9636485940764127,50.0,54.0,2.0429868213144458,0.019086664772499793
1.1055747915570486,0.8795499999999999,1.8242,2.0161045103489608,0.910529718791912,38.0,45.0,2.2142105510009293,0.02548427590298609
1.2414468079642638,0.7808,1.626,2.185448752051215,0.9440019440869513,49.0,73.0,2.315089249275863,0.01658997002825354
0.874894843242175,0.69705,1.8389,1.964584358046644,1.089689514804469,39.0,46.0,1.8028845201829475,0.018484934588268713
1.0308286002812648,0.7555,1.8242,2.181927601886845,1.1510990016055804,45.0,57.0,1.8955168919818715,0.016185812512384917
1.235062328189289,0.8922000000000001,1.8213,2.2590792272339906,1.0240168990447016,58.0,82.0,2.2060956507079816,0.01392067492537256
0.6705668436344028,0.7319,1.7852,1.7719902523957314,1.1014234087613286,70.0,60.0,1.608818405619805,0.011433358199045037
0.6926970178795817,0.9431,2.0156,1.764090879792549,1.0713938619129673,72.0,61.0,1.6465381616455925,0.011794031959267275
1.1018482575366944,0.8628,1.8955,2.1383350606532407,1.0364868031165464,47.0,52.0,2.0630605756133282,0.020092041966887866
1.4767775780070422,0.6548,1.6914,2.5032568939492927,1.0264793159422505,55.0,95.0,2.438682256009653,0.013537913651183555
0.6967451205702546,0.6270499999999999,1.9512,1.9581289653671587,1.2613838447969041,47.0,44.0,1.5523656604960228,0.014419736933685185
0.5957360300192591,1.08125,2.3203,1.7316239968380185,1.1358879668187594,66.0,49.0,1.5244672427402464,0.012414390826849529
0.9838024474392357,0.7904,1.71,1.9303102723494818,0.9465078249102461,80.0,93.0,2.039402339365262,0.011055337877487638
