dL,dL_bi,L_b,L_d,L_i,T_bd,T_bi,R_db,lambda
1.5967,0.1484000000000001,1.7549,3.3516,1.9033,174.0,21.0,1.90985241324292,0.0038633333333333336
1.8916000000000002,0.33030000000000004,1.6299,3.5215,1.9602,225.0,51.0,2.1605619976685686,0.003616666666666667
1.9043,0.33279999999999976,1.8203,3.7246,2.1531,210.0,45.0,2.04614623963083,0.0036466666666666665
2.083,0.32310000000000016,1.96,4.043,2.2831,195.0,42.0,2.0627551020408164,0.003523333333333333
2.1992,0.3304,1.4297,3.6289,1.7601,210.0,42.0,2.538224802406099,0.005058333333333333
2.9160000000000004,-0.010099999999999998,1.8301,4.7461,1.82,378.0,-24.0,2.5933555543412927,0.002501666666666667
2.1582000000000003,-0.4848999999999999,2.2754,4.4336,1.7905,183.0,-111.0,1.9484925727344644,0.0032199999999999998
1.3613,1.0312000000000001,2.2188,3.5801,3.25,120.0,96.0,1.6135298359473589,0.003991666666666667
2.2245999999999997,-0.13380000000000014,1.7598,3.9844,1.626,189.0,-24.0,2.2641209228321397,0.004801666666666667
1.7793,0.054400000000000004,1.7656,3.5449,1.82,153.0,6.0,2.007759401903036,0.004795000000000001
2.1524,-0.0032000000000000917,1.8242,3.9766,1.821,141.0,-3.0,2.1799144830610677,0.005738333333333333
2.2333999999999996,0.07180000000000009,1.8955,4.1289,1.9673,195.0,9.0,2.1782643102083883,0.004013333333333333
2.4296999999999995,-0.11270000000000002,2.0312,4.4609,1.9185,330.0,-21.0,2.196189444663253,0.0021
1.6562999999999999,-0.42310000000000003,2.2441,3.9004,1.821,120.0,-51.0,1.7380687135154405,0.004595
1.5303000000000002,-0.19520000000000004,1.9502,3.4805,1.755,111.0,-21.0,1.7846887498718083,0.004955
2.04,0.5268000000000002,1.8213,3.8613,2.3481,258.0,84.0,2.120079064404546,0.0030466666666666663
2.0176000000000003,0.4403999999999999,2.2246,4.2422,2.665,216.0,57.0,1.906949563966556,0.00313
1.3984,0.12230000000000008,2.3477,3.7461,2.47,111.0,12.0,1.5956468032542488,0.004151666666666666
1.7568,0.35430000000000006,1.9248,3.6816,2.2791,189.0,48.0,1.912718204488778,0.0034616666666666667
2.2813,0.32889999999999975,1.8242,4.1055,2.1531,237.0,48.0,2.250575594781274,0.003443333333333333
1.8720999999999999,0.09429999999999983,1.9248,3.7969,2.0191,204.0,12.0,1.972620532003325,0.003768333333333333
2.0176,0.46819999999999995,1.7012,3.7188,2.1694,246.0,81.0,2.1859863625675993,0.0029666666666666665
1.3202999999999998,-0.1342000000000001,1.8242,3.1445,1.69,105.0,-15.0,1.7237693235390854,0.0054150000000000005
1.9034,0.07450000000000001,1.8857,3.7891,1.9602,210.0,12.0,2.0093864347457178,0.003315
1.6963000000000001,-0.00019999999999997797,1.9502,3.6465,1.95,153.0,9.0,1.8698082247974568,0.003981666666666666
1.5801,0.1431,1.8242,3.4043,1.9673,153.0,18.0,1.8661879179914482,0.00432
1.8886999999999998,0.13369999999999993,1.6914,3.5801,1.8251,183.0,18.0,2.116648929880572,0.004318333333333333
1.499,0.13890000000000002,1.8213,3.3203,1.9602,168.0,21.0,1.82303848899138,0.003563333333333333
2.1592000000000002,0.7137000000000002,1.5654,3.7246,2.2791,252.0,126.0,2.379327967292705,0.0029783333333333333
1.7207000000000001,0.39329999999999976,1.7598,3.4805,2.1531,210.0,54.0,1.9777815660870555,0.0036583333333333333
1.8261,0.22719999999999985,1.5938,3.4199,1.821,204.0,36.0,2.145752290124231,0.0035850000000000005
1.8662,0.2573000000000001,1.71,3.5762,1.9673,195.0,36.0,2.091345029239766,0.0038800000000000006
1.7881,0.1947000000000001,1.8213,3.6094,2.016,189.0,27.0,1.981771262285181,0.0039366666666666664
2.1289,0.32889999999999975,1.8242,3.9531,2.1531,153.0,36.0,2.16703212367065,0.00473
2.5565999999999995,0.661,1.9512,4.5078,2.6122,336.0,138.0,2.310270602706027,0.0021333333333333334
1.7910000000000004,0.26460000000000017,2.1445,3.9355,2.4091,126.0,24.0,1.835159710888319,0.005033333333333333
2.7207,0.1753,2.2988,5.0195,2.4741,168.0,15.0,2.1835305376718286,0.00519
1.4463,0.06910000000000016,1.626,3.0723,1.6951,183.0,12.0,1.8894833948339484,0.0035816666666666666
1.5029,0.19410000000000016,1.501,3.0039,1.6951,204.0,36.0,2.00126582278481,0.0033449999999999994
1.5625,0.20009999999999994,1.625,3.1875,1.8251,252.0,39.0,1.9615384615384615,0.002928333333333333
1.831,0.19910000000000005,1.626,3.457,1.8251,267.0,39.0,2.126076260762608,0.002921666666666667
1.5645,0.12959999999999994,1.6914,3.2559,1.821,141.0,18.0,1.9249733948208585,0.004436666666666667
1.9033000000000002,0.13000000000000012,1.626,3.5293,1.756,237.0,21.0,2.1705412054120545,0.0036799999999999997
1.4892,0.05630000000000002,1.8389,3.3281,1.8952,162.0,6.0,1.8098319647615422,0.004026666666666667
2.1689,0.2319,1.9131,4.082,2.145,216.0,30.0,2.1337096858501905,0.003871666666666667
1.7100000000000002,0.3067,1.9033,3.6133,2.21,252.0,51.0,1.8984395523564337,0.0029416666666666666
2.2695999999999996,0.3960999999999997,2.0312,4.3008,2.4273,210.0,48.0,2.1173690429302874,0.003616666666666667
1.9805,0.39390000000000014,1.8242,3.8047,2.2181,237.0,66.0,2.085681394583927,0.0029233333333333333
1.3182999999999998,-0.1665000000000001,2.084,3.4023,1.9175,162.0,15.0,1.632581573896353,0.0032333333333333337
2.0996,0.5983,1.7559,3.8555,2.3542,267.0,108.0,2.195740076314141,0.0027433333333333333
2.0811,0.4586999999999999,1.6904,3.7715,2.1491,210.0,57.0,2.231128726928538,0.004171666666666667
2.3535000000000004,0.06899999999999995,2.0801,4.4336,2.1491,372.0,15.0,2.131435988654392,0.0020283333333333334
1.5664000000000002,-0.16659999999999986,2.2832,3.8496,2.1166,204.0,-21.0,1.6860546601261388,0.0023866666666666667
1.7548,0.25,1.96,3.7148,2.21,273.0,48.0,1.8953061224489796,0.0024683333333333337
1.5077999999999998,0.06359999999999988,1.6914,3.1992,1.755,210.0,12.0,1.8914508691025185,0.003428333333333333
1.4941,0.05259999999999998,1.4434,2.9375,1.496,153.0,9.0,2.0351253983649715,0.004675
2.0566000000000004,0.33010000000000006,1.3711,3.4277,1.7012,237.0,57.0,2.4999635329297645,0.0037383333333333335
1.4960999999999998,-0.09739999999999993,1.7559,3.252,1.6585,126.0,-3.0,1.8520416880232358,0.004986666666666667
2.0263,0.27059999999999995,1.5596,3.5859,1.8302,216.0,42.0,2.299243395742498,0.00394
2.4082000000000003,0.13929999999999998,1.7559,4.1641,1.8952,483.0,42.0,2.3714904037815367,0.001805
1.6895,0.13369999999999993,1.6914,3.3809,1.8251,147.0,15.0,1.998876670214024,0.00498
1.7119000000000002,0.5993000000000002,1.7549,3.4668,2.3542,252.0,99.0,1.9754971793264575,0.0030049999999999994
2.0937,0.34030000000000005,1.7559,3.8496,2.0962,426.0,93.0,2.1923799760806424,0.001875
1.8955000000000002,0.2559,1.9541,3.8496,2.21,231.0,42.0,1.970011770124354,0.0028366666666666666
1.5565999999999998,0.06020000000000003,1.7598,3.3164,1.82,153.0,9.0,1.884532333219684,0.004293333333333334
1.3994,0.0686,1.5615,2.9609,1.6301,147.0,9.0,1.8961895613192443,0.004521666666666666
1.8536000000000001,0.3244,1.4316,3.2852,1.756,267.0,66.0,2.2947750768371056,0.0030583333333333335
1.6483999999999999,0.21189999999999998,1.6914,3.3398,1.9033,162.0,27.0,1.974577273264751,0.004356666666666667
1.9014000000000002,0.25870000000000015,1.8213,3.7227,2.08,147.0,30.0,2.0439795750288257,0.004628333333333333
1.7929000000000002,0.33330000000000015,1.8848,3.6777,2.2181,225.0,54.0,1.9512415110356538,0.0030716666666666666
2.2011999999999996,0.4253999999999998,2.0527,4.2539,2.4781,258.0,63.0,2.0723437423880737,0.0029499999999999995
4.7129,0.2582,2.3418,7.0547,2.6,603.0,69.0,3.0125117431035955,0.0015166666666666666
1.4979999999999998,0.0013999999999998458,2.4727,3.9707,2.4741,153.0,0.0,1.6058155053180732,0.0026666666666666666
1.8906,0.47520000000000007,2.0801,3.9707,2.5553,162.0,54.0,1.9088986106437191,0.0038800000000000006
1.5429000000000002,-0.0038000000000000256,1.7598,3.3027,1.756,183.0,-12.0,1.876747357654279,0.0037400000000000003
1.5761999999999998,0.07909999999999995,1.8242,3.4004,1.9033,195.0,12.0,1.8640499945181448,0.0031950000000000004
1.7607,0.3740999999999999,1.71,3.4707,2.0841,258.0,69.0,2.0296491228070175,0.002826666666666667
1.7832000000000001,0.1431,1.8242,3.6074,1.9673,183.0,21.0,1.977524394255016,0.0038183333333333333
1.8300999999999998,0.5280999999999998,1.625,3.4551,2.1531,252.0,99.0,2.1262153846153846,0.0028183333333333333
1.8691,0.36339999999999995,1.7207,3.5898,2.0841,294.0,75.0,2.0862439704771316,0.0025833333333333333
1.8358999999999999,0.3446,1.7598,3.5957,2.1044,252.0,63.0,2.0432435504034547,0.0027833333333333334
1.9043,0.17819999999999991,1.9668,3.8711,2.145,168.0,24.0,1.9682224933902785,0.003833333333333333
3.502,0.3235000000000001,2.0957,5.5977,2.4192,468.0,75.0,2.6710407023906093,0.00189
1.834,0.40359999999999996,2.0156,3.8496,2.4192,216.0,63.0,1.9099027584838262,0.0028683333333333334
1.5606,0.13359999999999994,2.0195,3.5801,2.1531,174.0,18.0,1.7727655360237684,0.0035533333333333337
2.0440000000000005,0.27160000000000006,1.8896,3.9336,2.1612,183.0,33.0,2.081710414902625,0.004063333333333333
1.5830000000000002,0.38560000000000016,1.5654,3.1484,1.951,216.0,63.0,2.011243132745624,0.0034766666666666665
1.8944999999999999,0.19069999999999987,1.6953,3.5898,1.886,195.0,27.0,2.1175013271987257,0.003988333333333333
1.9443,0.1845000000000001,1.8955,3.8398,2.08,210.0,27.0,2.0257451859667635,0.0034533333333333334
1.8241999999999998,0.2107000000000001,2.0156,3.8398,2.2263,204.0,30.0,1.9050406826751338,0.003355
1.8945,0.2539999999999998,1.8301,3.7246,2.0841,216.0,39.0,2.0351893339161795,0.0032316666666666665
1.5517999999999998,0.12859999999999983,1.8955,3.4473,2.0241,162.0,18.0,1.8186758111316275,0.0037966666666666665
1.6348,0.3926999999999998,1.6914,3.3262,2.0841,195.0,60.0,1.9665365969019748,0.0035433333333333337
1.499,0.39280000000000026,1.8213,3.3203,2.2141,246.0,84.0,1.82303848899138,0.0023383333333333333
1.7558999999999998,0.19900000000000007,1.4961,3.252,1.6951,237.0,36.0,2.1736514938840985,0.00336
1.9492,0.264,1.4961,3.4453,1.7601,195.0,39.0,2.30285408729363,0.004125
1.8398,0.26879999999999993,1.6914,3.5312,1.9602,174.0,33.0,2.087737968546766,0.004496666666666666
2.543,0.6569999999999998,1.4961,4.0391,2.1531,330.0,120.0,2.6997526903281868,0.003026666666666667
1.6231,0.0006999999999997009,2.0234,3.6465,2.0241,162.0,0.0,1.802164673322131,0.0038599999999999997
1.6045000000000003,0.13839999999999986,1.8857,3.4902,2.0241,147.0,18.0,1.8508776581640771,0.004015
2.3007999999999997,0.34560000000000013,1.7344,4.0352,2.08,216.0,45.0,2.3265682656826567,0.0039566666666666665
1.6855,0.13539999999999996,1.7598,3.4453,1.8952,189.0,21.0,1.9577792931014888,0.0036566666666666666
2.2236000000000002,0.4592000000000003,1.7549,3.9785,2.2141,294.0,81.0,2.267080745341615,0.0028183333333333333
1.9551000000000003,0.2559999999999998,2.084,4.0391,2.34,252.0,45.0,1.938147792706334,0.0025916666666666666
1.1993,-0.36429999999999985,2.0898,3.2891,1.7255,84.0,-57.0,1.5738826681979137,0.005166666666666667
1.7422,0.26350000000000007,1.4316,3.1738,1.6951,183.0,39.0,2.216960044705225,0.00433
1.5488999999999997,0.31309999999999993,1.4531,3.002,1.7662,210.0,57.0,2.065928015965866,0.0034583333333333332
1.8242,0.6449,1.3711,3.1953,2.016,237.0,102.0,2.330464590474801,0.00375
1.9766000000000001,0.5891,1.3711,3.3477,1.9602,210.0,90.0,2.441616220552841,0.00396
1.8262,0.2601,2.084,3.9102,2.3441,195.0,36.0,1.876295585412668,0.003365
1.8378999999999999,0.25939999999999985,2.0156,3.8535,2.275,126.0,24.0,1.9118376662036118,0.0047933333333333335
2.082,0.3943000000000001,1.8848,3.9668,2.2791,204.0,51.0,2.1046264855687604,0.003636666666666667
1.6299000000000001,0.07450000000000001,1.8857,3.5156,1.9602,141.0,9.0,1.864347457177706,0.004481666666666666
1.7773999999999999,0.38860000000000006,1.6914,3.4688,2.08,237.0,72.0,2.050845453470498,0.002831666666666667
1.9678000000000002,0.5151000000000001,1.6299,3.5977,2.145,300.0,111.0,2.2073133321062643,0.00245
2.1318,0.5052000000000001,1.8389,3.9707,2.3441,237.0,84.0,2.159280004350427,0.002935
2.3085999999999998,0.32940000000000014,2.0898,4.3984,2.4192,183.0,36.0,2.104699014259738,0.00401
1.5995999999999997,0.2648999999999999,2.1543,3.7539,2.4192,153.0,27.0,1.74251497005988,0.004136666666666667
1.8300999999999994,-0.7802000000000002,2.9902,4.8203,2.21,195.0,-105.0,1.6120326399571931,0.0022099999999999997
1.7753999999999999,-0.6584999999999999,2.4785,4.2539,1.82,147.0,-108.0,1.7163203550534598,0.0036516666666666663
1.6953,0.20379999999999976,1.8203,3.5156,2.0241,216.0,33.0,1.93133000054936,0.0032500000000000003
1.9512,0.33279999999999976,1.8203,3.7715,2.1531,183.0,45.0,2.0719112234247103,0.003821666666666667
1.7617,0.1431,1.8242,3.5859,1.9673,174.0,18.0,1.9657384058765486,0.004321666666666666
1.9248,0.12359999999999993,1.8955,3.8203,2.0191,147.0,15.0,2.0154576628857823,0.004186666666666667
2.08,0.32289999999999996,1.5723,3.6523,1.8952,231.0,45.0,2.3229027539273672,0.004088333333333334
1.8378999999999999,0.20999999999999996,1.9512,3.7891,2.1612,168.0,24.0,1.9419331693316932,0.004373333333333334
1.9316,0.5072999999999999,1.9668,3.8984,2.4741,183.0,57.0,1.9821029082774049,0.004123333333333334
1.7666,0.2541000000000002,1.96,3.7266,2.2141,174.0,33.0,1.9013265306122449,0.0037
2.2773999999999996,0.3247,2.0234,4.3008,2.3481,231.0,42.0,2.1255312839774634,0.0034516666666666667
2.2099,0.39680000000000026,1.8213,4.0312,2.2181,231.0,54.0,2.2133640806017683,0.0036083333333333336
1.9785000000000004,0.1990000000000003,2.0801,4.0586,2.2791,216.0,30.0,1.9511561944137303,0.002955
1.7168,0.1312000000000002,2.2129,3.9297,2.3441,153.0,15.0,1.7758145420037057,0.003663333333333333
1.5312999999999999,0.26750000000000007,2.0156,3.5469,2.2831,162.0,33.0,1.7597241516173843,0.00371
2.0792,0.32850000000000024,1.8896,3.9688,2.2181,258.0,54.0,2.1003386960203216,0.002903333333333333
1.9571,0.4586000000000001,2.0195,3.9766,2.4781,273.0,87.0,1.9691012626887845,0.0023733333333333336
2.7519,0.26800000000000024,2.0801,4.832,2.3481,309.0,48.0,2.3229652420556706,0.00246
1.5702999999999998,0.05589999999999984,1.8301,3.4004,1.886,189.0,9.0,1.8580405442325554,0.003291666666666667
1.5614999999999999,0.07020000000000004,1.7549,3.3164,1.8251,153.0,9.0,1.88979429027295,0.004403333333333333
1.5596,0.0038000000000000256,1.8213,3.3809,1.8251,168.0,0.0,1.8563114259045737,0.003786666666666667
1.7099000000000002,0.2667999999999999,1.8213,3.5312,2.0881,183.0,33.0,1.9388348981496735,0.004143333333333333
1.8115999999999999,0.32430000000000003,1.8857,3.6973,2.21,162.0,39.0,1.9607042477594527,0.004136666666666667
1.9405,0.49550000000000005,1.8486,3.7891,2.3441,210.0,69.0,2.0497132965487395,0.003481666666666667
1.2607,-0.00029999999999996696,1.8213,3.082,1.821,111.0,3.0,1.6921978806347115,0.00485
1.8926,0.5155000000000001,1.4355,3.3281,1.951,195.0,75.0,2.318425635667015,0.004103333333333333
1.9043,0.272,1.6953,3.5996,1.9673,210.0,36.0,2.123282014982599,0.004033333333333333
1.9004,0.06489999999999996,1.8242,3.7246,1.8891,210.0,9.0,2.041771735555312,0.0036716666666666664
1.626,0.06469999999999998,1.8213,3.4473,1.886,174.0,9.0,1.8927689013342117,0.004026666666666667
1.7607,0.32779999999999987,1.8213,3.582,2.1491,168.0,42.0,1.9667270630868061,0.004073333333333333
1.9581,0.6574,1.8857,3.8438,2.5431,195.0,78.0,2.0383942302593203,0.0038000000000000004
1.875,0.17289999999999983,1.4531,3.3281,1.626,189.0,24.0,2.2903447801252494,0.004521666666666666
1.5713,0.4575999999999998,1.5615,3.1328,2.0191,153.0,57.0,2.006276016650656,0.004426666666666667
1.8124999999999998,0.5239,1.5723,3.3848,2.0962,189.0,72.0,2.1527698276410354,0.004076666666666667
2.5322999999999998,0.7746,1.5654,4.0977,2.34,231.0,105.0,2.617669605212725,0.0037816666666666667
1.3056999999999999,-0.1632,1.8857,3.1914,1.7225,120.0,-30.0,1.6924219122872142,0.0044083333333333335
2.0342000000000002,0.32810000000000006,1.626,3.6602,1.9541,216.0,48.0,2.251045510455105,0.0038599999999999997
1.6894,0.3788,1.7012,3.3906,2.08,183.0,51.0,1.9930637197272514,0.00393
1.8378999999999999,0.45189999999999975,1.7012,3.5391,2.1531,204.0,60.0,2.080355043498707,0.003983333333333333
1.622,0.04610000000000003,1.8389,3.4609,1.885,120.0,3.0,1.8820490510631356,0.005528333333333333
1.7089999999999999,0.12339999999999995,1.6367,3.3457,1.7601,162.0,15.0,2.044174253070202,0.0048850000000000005
3.3867000000000003,0.13749999999999973,2.0156,5.4023,2.1531,792.0,69.0,2.680244096050804,0.0009733333333333334
2.166,0.5928,1.8203,3.9863,2.4131,252.0,90.0,2.18991375048069,0.00309
1.4101,0.0,1.7012,3.1113,1.7012,162.0,0.0,1.8288854925934634,0.0037833333333333334
1.7510000000000001,0.02300000000000013,1.8955,3.6465,1.9185,267.0,6.0,1.9237668161434978,0.002446666666666667
2.8379,0.08240000000000003,1.7559,4.5938,1.8383,573.0,27.0,2.616208212312774,0.0016416666666666665
1.8827999999999996,-0.7911000000000001,2.8711,4.7539,2.08,147.0,-66.0,1.655776531642924,0.003578333333333333
1.6796999999999995,-0.6502000000000001,2.4062,4.0859,1.756,105.0,-90.0,1.6980716482420413,0.005144999999999999
1.4139999999999997,-0.2732000000000001,2.1602,3.5742,1.887,99.0,-18.0,1.6545690213869084,0.005045000000000001
1.9678000000000002,0.4246000000000001,1.7549,3.7227,2.1795,183.0,54.0,2.1213174539859825,0.004123333333333334
1.7558,0.18359999999999999,1.5176,3.2734,1.7012,168.0,21.0,2.1569583552978386,0.00537
1.9316,0.2591000000000001,1.7559,3.6875,2.015,174.0,33.0,2.1000626459365566,0.0041783333333333325
1.9267999999999998,0.24760000000000004,1.8486,3.7754,2.0962,216.0,36.0,2.042302282808612,0.0034316666666666666
1.4970999999999999,0.19040000000000012,1.8896,3.3867,2.08,174.0,30.0,1.7922840812870449,0.0031666666666666666
1.7577999999999998,0.15700000000000003,1.6914,3.4492,1.8484,204.0,24.0,2.0392574198888496,0.003561666666666667
1.8232000000000002,0.1403000000000001,1.7549,3.5781,1.8952,189.0,21.0,2.0389195965582085,0.0039366666666666664
2.9364999999999997,0.3399000000000001,1.8213,4.7578,2.1612,225.0,42.0,2.612309888541152,0.004198333333333333
1.6475000000000002,0.06479999999999997,1.6455,3.293,1.7103,168.0,9.0,2.0012154360376786,0.004438333333333333
1.9989999999999999,0.12859999999999983,1.8955,3.8945,2.0241,162.0,15.0,2.0546030071221315,0.004383333333333334
2.2128999999999994,0.3495999999999999,1.8848,4.0977,2.2344,267.0,57.0,2.1740768251273344,0.002976666666666667
1.4531,-9.999999999976694e-05,2.0801,3.5332,2.08,132.0,-0.0,1.698572184029614,0.00432
1.6308999999999998,0.0037000000000000366,1.6914,3.3223,1.6951,195.0,0.0,1.9642308147097078,0.003568333333333334
1.7617,0.33640000000000003,1.7598,3.5215,2.0962,225.0,51.0,2.0010796681441074,0.0033883333333333335
1.7675999999999998,0.4628000000000001,1.8203,3.5879,2.2831,153.0,48.0,1.97104872823161,0.004741666666666667
1.4862999999999997,0.06509999999999994,1.8301,3.3164,1.8952,189.0,9.0,1.8121414130375388,0.00347
2.0332,0.2637999999999998,1.8203,3.8535,2.0841,204.0,33.0,2.11695874306433,0.003965
1.6094,0.13769999999999993,1.7656,3.375,1.9033,237.0,27.0,1.9115314907113727,0.0029366666666666664
3.5313,0.35529999999999995,1.8242,5.3555,2.1795,735.0,132.0,2.9358074772503016,0.0013566666666666666
1.3223000000000003,-0.6217999999999999,2.7363,4.0586,2.1145,90.0,-114.0,1.4832437963673575,0.0037599999999999995
1.9238000000000002,0.2849999999999999,1.6914,3.6152,1.9764,273.0,54.0,2.1374009696109733,0.002853333333333333
1.789,0.31899999999999973,1.8301,3.6191,2.1491,189.0,45.0,1.9775422108081524,0.003525
1.789,0.13929999999999976,1.8848,3.6738,2.0241,195.0,21.0,1.9491723259762308,0.0034266666666666664
1.5206000000000002,-0.0593999999999999,1.8896,3.4102,1.8302,132.0,-3.0,1.8047205757832347,0.0048133333333333335
1.7588,0.21870000000000012,1.8857,3.6445,2.1044,168.0,27.0,1.9327040356366336,0.0038583333333333334
1.5439,0.10670000000000002,1.7549,3.2988,1.8616,195.0,18.0,1.8797652287879651,0.0032333333333333337
1.5732000000000002,0.20340000000000003,1.5811,3.1543,1.7845,162.0,27.0,1.9950034785908546,0.004548333333333333
1.8906,0.46309999999999985,1.625,3.5156,2.0881,162.0,54.0,2.163446153846154,0.004671666666666667
1.8925999999999998,0.20799999999999996,1.6953,3.5879,1.9033,183.0,27.0,2.116380581607975,0.004173333333333334
2.0322,0.15510000000000002,1.8213,3.8535,1.9764,210.0,24.0,2.1157964091582935,0.0034033333333333333
2.1563,0.6616,2.0156,4.1719,2.6772,294.0,102.0,2.0698055169676524,0.0027633333333333334
1.373,0.07040000000000002,1.7598,3.1328,1.8302,216.0,15.0,1.7802022957154222,0.002826666666666667
2.9883,0.6412999999999998,1.5078,4.4961,2.1491,372.0,120.0,2.9818941504178276,0.0029366666666666664
3.9805,0.3635999999999999,1.3711,5.3516,1.7347,750.0,177.0,3.9031434614543072,0.00134
1.3379000000000003,-0.9133,2.7363,4.0742,1.823,90.0,-18.0,1.4889449256294998,0.004671666666666667
1.3857000000000002,-0.05369999999999986,1.7549,3.1406,1.7012,99.0,-45.0,1.7896176420308851,0.005838333333333333
1.8368999999999998,0.16239999999999988,1.4951,3.332,1.6575,225.0,30.0,2.228613470670858,0.00361
2.1465,0.20379999999999976,1.8203,3.9668,2.0241,204.0,30.0,2.1792012305663904,0.0036799999999999997
1.9668,0.0007999999999999119,1.9512,3.918,1.952,141.0,0.0,2.0079950799507995,0.005131666666666667
1.4326,0.001100000000000101,1.7549,3.1875,1.756,153.0,0.0,1.8163428115562141,0.0039033333333333333
1.626,0.38900000000000023,1.626,3.252,2.015,237.0,72.0,2.0,0.002946666666666667
1.3213,0.12960000000000016,1.6904,3.0117,1.82,162.0,18.0,1.7816493137718883,0.003961666666666667
2.3975,0.11050000000000004,1.6455,4.043,1.756,258.0,18.0,2.4570039501671226,0.0033833333333333332
2.0293,0.3330000000000002,2.0801,4.1094,2.4131,183.0,36.0,1.9755780972068653,0.004025
1.8710999999999998,0.1200000000000001,2.2891,4.1602,2.4091,153.0,12.0,1.8173954829408938,0.004293333333333334
1.6924000000000001,0.11159999999999992,1.7744,3.4668,1.886,237.0,21.0,1.9537871956717765,0.003051666666666667
1.2694999999999999,-0.09840000000000004,1.7559,3.0254,1.6575,132.0,-33.0,1.7229910587163277,0.004826666666666667
1.3672000000000002,0.13400000000000012,1.4961,2.8633,1.6301,204.0,21.0,1.9138426575763654,0.003945
1.7559,0.40670000000000006,1.4316,3.1875,1.8383,231.0,66.0,2.2265297569153395,0.0037766666666666665
1.9619,0.5190000000000001,1.626,3.5879,2.145,252.0,84.0,2.206580565805658,0.0033383333333333338
1.834,0.2757999999999998,1.7656,3.5996,2.0414,162.0,33.0,2.038740371545084,0.004240000000000001
1.9325999999999999,0.25680000000000014,1.7744,3.707,2.0312,141.0,27.0,2.089156898106402,0.004866666666666667
2.0449,0.34850000000000003,1.7559,3.8008,2.1044,216.0,51.0,2.1645879605900107,0.003506666666666667
1.3104999999999998,0.12880000000000003,1.9512,3.2617,2.08,120.0,15.0,1.6716379663796637,0.004383333333333334
1.8672,0.3868999999999998,1.7012,3.5684,2.0881,153.0,42.0,2.097578180108159,0.0048783333333333335
2.0947000000000005,0.3941999999999999,1.6299,3.7246,2.0241,216.0,51.0,2.2851708693784896,0.00413
1.3057,0.017100000000000115,1.9502,3.2559,1.9673,141.0,3.0,1.669521074761563,0.004431666666666667
1.5038999999999998,0.2587999999999999,1.6953,3.1992,1.9541,174.0,39.0,1.8870996283843566,0.0037766666666666665
1.5644,0.0028999999999999027,1.9512,3.5156,1.9541,153.0,0.0,1.8017630176301762,0.003923333333333333
1.7042,0.14160000000000017,1.8896,3.5938,2.0312,195.0,24.0,1.9018839966130399,0.0031666666666666666
1.8437000000000001,0.13319999999999999,1.7559,3.5996,1.8891,189.0,21.0,2.050002847542571,0.003636666666666667
1.7705000000000002,0.08390000000000009,1.6904,3.4609,1.7743,168.0,12.0,2.0473852342640795,0.004471666666666666
1.7530000000000001,0.15510000000000002,1.5654,3.3184,1.7205,204.0,24.0,2.1198415740385843,0.0037950000000000006
1.54,-0.049699999999999855,1.626,3.166,1.5763,174.0,-18.0,1.947109471094711,0.004125
1.8301,0.09799999999999986,1.6367,3.4668,1.7347,204.0,15.0,2.118164599498992,0.004008333333333333
2.165,0.534,1.6455,3.8105,2.1795,216.0,69.0,2.315709510786995,0.004011666666666667
1.7969,0.12729999999999997,1.8613,3.6582,1.9886,141.0,15.0,1.9654005265137269,0.0048
2.0811,0.2579,1.9033,3.9844,2.1612,174.0,30.0,2.0934166973151895,0.004375
1.6504,0.1644000000000001,1.4961,3.1465,1.6605,225.0,33.0,2.103134817191364,0.00328
1.7617999999999998,0.0717000000000001,1.4355,3.1973,1.5072,195.0,12.0,2.2273075583420407,0.004085
1.4188999999999998,0.15069999999999983,1.5596,2.9785,1.7103,132.0,15.0,1.9097845601436263,0.005861666666666667
2.2246,0.5886,1.3066,3.5312,1.8952,288.0,111.0,2.7025868666768713,0.003353333333333333
1.3955000000000002,-0.14640000000000009,1.7744,3.1699,1.628,111.0,-18.0,1.7864630297565376,0.005306666666666667
1.2539,-0.19379999999999997,1.8848,3.1387,1.691,111.0,-33.0,1.6652695246179967,0.004535
2.542,0.33740000000000014,1.6299,4.1719,1.9673,210.0,42.0,2.5596048837351986,0.004505
1.4745999999999997,-0.34540000000000015,2.1055,3.5801,1.7601,99.0,-39.0,1.7003562099263831,0.0060283333333333335
1.4355,-0.22730000000000006,1.8848,3.3203,1.6575,99.0,-24.0,1.7616192699490663,0.005968333333333333
1.7119,0.3244999999999998,1.5615,3.2734,1.886,147.0,36.0,2.0963176432917066,0.005325
2.1054,0.2589999999999999,1.7012,3.8066,1.9602,237.0,39.0,2.237596990359746,0.003636666666666667
2.0293,0.3224,1.9668,3.9961,2.2892,216.0,48.0,2.0317775066097212,0.003246666666666667
1.4306999999999999,-0.062000000000000055,1.9541,3.3848,1.8921,99.0,-15.0,1.7321529092676935,0.005223333333333333
2.5342000000000002,0.3861000000000001,1.6299,4.1641,2.016,216.0,48.0,2.554819314068348,0.0045383333333333335
1.7597,0.06490000000000018,2.0801,3.8398,2.145,195.0,9.0,1.845968943800779,0.0030583333333333335
2.4649,0.4513999999999998,1.6367,4.1016,2.0881,393.0,99.0,2.5060182073684856,0.002465
1.7460999999999998,0.06509999999999971,2.084,3.8301,2.1491,183.0,9.0,1.8378598848368521,0.003303333333333333
