dLambda_if,dLambda_ib,Lambda_b,Lambda_f,Lambda_i,T_ib,T_if,R_if,alpha
19.47500229951726,9.982900034947683,29.215424115754868,40.17636962576725,20.70136732624999,17.0,30.0,1.9407592258325053,0.0318873715248891
10.375186140571302,10.05898160785296,25.277158950260414,26.689321014244044,16.314134873672742,23.0,25.0,1.635962999013479,0.02840560475408562
11.895081270270186,10.05898160785296,26.536052847493025,29.185363163685754,17.290281893415568,23.0,28.0,1.6879634087862982,0.026974415358272653
11.102704588526024,12.775634480845213,29.63621836058844,27.29261868295286,16.189914094426836,30.0,27.0,1.685779092079802,0.027904277591632446
12.608648226832862,11.299834851831594,30.96440647313079,31.53801342837829,18.929365201545426,20.0,21.0,1.6660893322404424,0.03506979795624149
15.50926027460985,11.299834851831594,34.18296447869243,36.43665963927801,20.92739936466816,20.0,23.0,1.741098308698319,0.03478250717656613
19.922644808597006,14.708477889585753,26.168474385250295,33.635414012425905,13.7127692038289,32.0,43.0,2.4528535055511744,0.030103745879461668
25.66730927145219,14.708477889585753,32.91988072771998,42.844145066609364,17.176835795157174,32.0,43.0,2.4942978775339295,0.030665901558223758
17.385708471678477,9.415931554370946,25.871231351470545,35.38690081239129,18.001192340712812,16.0,31.0,1.965808716590272,0.031455578928352754
15.898240362963257,9.415931554370946,28.94910888037937,35.76976108016394,19.87152071720068,16.0,26.0,1.8000515204255014,0.032616853824734546
18.824497031640337,10.185584714178939,26.183862836678372,36.39409815260517,17.56960112096483,21.0,38.0,2.071424268657876,0.02764797569213756
15.900798332019018,10.185584714178939,23.496218642070055,31.877550884667716,15.976752552648698,21.0,38.0,1.9952459537456448,0.026225436796477018
16.247944101714584,8.159188687777874,25.200113893290663,32.84457735838297,16.596633256668387,20.0,31.0,1.9789903681330248,0.03176659970056921
16.020453736665747,8.159188687777874,27.21073671404625,34.14800805521382,18.127554318548075,20.0,30.0,1.8837625558939108,0.030453904262990897
18.131635259277473,13.875410654623831,31.83462586915428,37.19723281820971,19.06559755893224,27.0,33.0,1.9510132165137828,0.029218895486522643
16.299893803151154,13.875410654623831,28.720885482236195,33.53062973739249,17.230735934241334,27.0,33.0,1.9459778076431204,0.029105916890993858
8.754951893892901,8.736373862338656,22.707545144242236,26.048537176668383,17.29358528277548,17.0,17.0,1.5062542989632628,0.03476266817110743
13.36562654524376,8.736373862338656,25.68099289555293,32.11584988835846,18.7502233431147,17.0,26.0,1.71282492483759,0.029860680574092646
17.83258627140641,11.225966198120236,23.826205868697055,34.08893172816284,16.25634545675643,19.0,33.0,2.0969615722576114,0.03237274011079043
16.692032333823594,11.225966198120236,28.064447270237565,35.96753305769407,19.275500723870476,19.0,30.0,1.8659713992878246,0.029997562447447033
12.35713218222401,13.586932951943002,33.24887855753374,26.76552673598278,14.408394553758772,50.0,47.0,1.857634217061356,0.019009924501444397
14.663049559230686,13.586932951943002,26.171399102825017,28.76726506541631,14.104215506185625,50.0,50.0,2.039621774979259,0.020566032907148986
10.737408067641084,9.843855074146525,28.44532504713722,30.648790339371388,19.911382271730304,18.0,23.0,1.5392598023134634,0.02705377199791542
15.87911499041238,9.843855074146525,25.95111718578169,33.486943164677214,17.607828174264835,18.0,28.0,1.9018213281761176,0.03312077552214237
20.4883702537893,10.082495182418612,26.421143568837934,38.0419099717214,17.553539717932104,18.0,35.0,2.167193089429084,0.031880791380287314
18.23299127165368,10.082495182418612,26.738080439139498,35.345026476680694,17.112035205027013,18.0,30.0,2.065506881747027,0.0348831955632461
15.376748196593034,14.606033209598355,30.262432285309984,32.59338437097045,17.216636174377413,27.0,30.0,1.8931331324453156,0.03069252901684676
12.61028892101939,14.606033209598355,28.477039880583998,29.055660517142016,16.445371596122627,27.0,25.0,1.7667986610890904,0.032845505767663895
22.606639352604102,11.585952761755646,27.99272533075893,39.896658635831514,17.290019283227412,23.0,39.0,2.3074964800377176,0.030931498644069723
15.940478771348129,11.585952761755646,28.940457967644164,33.95721006996259,18.016731298614463,23.0,30.0,1.8847597550935333,0.03047935463416083
25.061678850269562,11.226562075924583,32.242114936983974,44.76793647974831,19.706257629478745,20.0,32.0,2.271762468627204,0.03699412491079078
16.3986436373767,11.226562075924583,29.72265205201027,35.641515906570724,19.242872269194024,20.0,31.0,1.8521931345784248,0.028684985201259398
18.211084853877228,10.0076527404246,29.64570834588744,39.61495676526627,21.403871911389043,18.0,32.0,1.8508313322594252,0.02775541960140893
17.42728471714161,10.0076527404246,27.520999541395735,36.8142741080641,19.386989390922487,18.0,30.0,1.8989165035238291,0.030839215691068633
18.16091191451992,12.024118404768227,24.40206464092477,32.06911800190331,13.90820608738339,21.0,31.0,2.305769543564235,0.03887897826123323
22.20362637091999,12.024118404768227,27.060289657014703,37.59175603435493,15.388129663434936,21.0,33.0,2.442906113774174,0.039048436931644524
18.928684996632445,10.609404218412088,28.961859794468445,37.7956641511019,18.86697915446946,21.0,33.0,2.0032705735061125,0.03037446342996332
13.69931040999925,10.609404218412088,25.39905265841914,30.4334153436265,16.73410493362725,21.0,29.0,1.8186461399838858,0.029753960701114773
17.17100676245233,13.97491180885092,28.13331223706788,33.76400506468897,16.592998302236644,22.0,29.0,2.034834479561043,0.03534177398223906
17.76482463269677,13.97491180885092,29.107650826579228,34.74733005891656,16.98250542621979,22.0,28.0,2.04606618321871,0.0368876004311105
22.069176243255978,9.985853739570269,23.370062540316187,36.34142415222256,14.27224790896658,24.0,44.0,2.5462999510673407,0.030645508567909933
18.289733064920032,9.985853739570269,25.618843106877254,34.062601293975156,15.772868229055124,24.0,37.0,2.1595692552118457,0.030020096839576006
16.174036510409103,13.555230826772206,35.4723139562484,36.814971417893055,20.640934907483953,25.0,28.0,1.7835903064906595,0.029813723713717547
15.159652220906676,13.555230826772206,30.00191042013485,32.43344271843567,17.273790497528996,25.0,29.0,1.8776100545549197,0.03134129215828608
17.510866887802525,9.83754985147094,25.324936630248274,35.51248280176377,18.001615913961242,19.0,35.0,1.9727386125498814,0.028005708912451778
16.401059817151044,9.83754985147094,23.215540451793505,32.733237687756485,16.33217787060544,19.0,34.0,2.0042175603946597,0.029501150689305984
28.106380827204955,9.328203425116037,31.73534795766239,49.77004401179464,21.663663184589684,22.0,46.0,2.297397424790017,0.0260869662797821
19.118669966124873,9.328203425116037,22.88974897919482,34.64716312811059,15.528493161985718,22.0,43.0,2.2311993035440185,0.026926032305814064
13.849981899130551,16.758774886929007,35.13177443798319,32.19344304920544,18.34346115007489,31.0,28.0,1.75503645608746,0.028982178531749874
13.849981899130551,16.758774886929007,31.633987865779932,32.19344304920544,18.34346115007489,31.0,28.0,1.75503645608746,0.028982178531749874
15.251076881728054,18.393245769456247,43.73611930603531,40.138909305837295,24.88783242410924,30.0,27.0,1.6127924932086126,0.025539289959201426
16.18024621127848,18.393245769456247,42.94490386372543,41.012630195213596,24.832383983935117,30.0,28.0,1.6515784477940585,0.02585162490568446
17.119471624382424,10.330464709618152,27.409248143479974,36.30557743622444,19.186105811842015,17.0,29.0,1.8922848540643393,0.03172859587355616
20.208699445159166,10.426626688107039,32.9122919161433,41.96001643055472,21.75131698539555,20.0,31.0,1.9290793499413326,0.03057782218776129
21.49491961012492,13.05508794531902,40.407802758559505,48.90680613196056,27.411886521835637,21.0,29.0,1.784145943147787,0.028801159743011343
22.193813728692202,13.05508794531902,27.32594562302644,40.55067089948003,18.35685717078783,21.0,38.0,2.209020341674299,0.030089650098767795
18.125034037826,11.843906693487938,42.0768359071254,47.92621517920045,29.801181141374446,16.0,22.0,1.6081985123959441,0.031156613660439106
16.241236992972425,10.0968518455451,31.313661640915797,34.49405454488428,18.252817551911853,27.0,32.0,1.889793422126836,0.028694641831049816
13.343835394249314,10.0968518455451,24.811409712158348,27.69261484040589,14.348779446156577,27.0,32.0,1.9299630985563414,0.029642914469291667
11.79289263712958,8.208449404467405,27.134230831380975,30.26107796919115,18.46818533206157,21.0,29.0,1.638551781081415,0.024566250526531757
16.241136283953466,8.208449404467405,27.242434418314396,34.040747967094816,17.79961168314135,21.0,30.0,1.912443292194741,0.031180565653947792
12.261674164037826,8.641132231774048,23.683818092768952,27.291920796970594,15.030246632932768,17.0,25.0,1.8157999308654906,0.034424210073235546
13.430717895945033,11.874792800365782,28.59505011417076,30.914331884746545,17.483613988801512,21.0,22.0,1.7681888827188468,0.0373760179794362
20.958413352352263,13.379766289186145,25.8317819401765,36.71114664109058,15.752733288738316,32.0,49.0,2.330462020031502,0.024910530636771674
13.095972690518213,13.379766289186145,24.27482230847579,27.428664982215267,14.332692291697054,32.0,34.0,1.9137133780584075,0.027540434403846552
18.934547524336814,10.909020680694747,24.719251041512727,32.69223786912083,13.757690344784015,26.0,37.0,2.376288246777957,0.03374891479706857
15.526821332876095,10.909020680694747,21.1157958746713,27.30048216785763,11.773660834981536,26.0,36.0,2.3187759992833565,0.03370454050130333
15.24308060897367,8.31239111362644,29.563678411609402,34.63976122666512,19.39668061769145,16.0,23.0,1.7858602669917998,0.03637474793552626
12.629587031270088,8.31239111362644,26.925088897895186,30.26584678553405,17.63625975426396,16.0,22.0,1.7161148229412193,0.035415731129873194
15.495299529161105,8.48039766502206,25.105645667480143,33.67022404073995,18.174924511578848,16.0,28.0,1.8525647256080424,0.03176871245847968
11.867654183048995,8.90753432960744,21.021365977542196,28.423306168943938,16.555651985894944,20.0,34.0,1.7168339968223527,0.022933839700018114
15.088979996234542,8.90753432960744,21.068766041264706,31.435375863402435,16.346395867167892,20.0,39.0,1.923076873877813,0.02419016499293307
19.82270124887369,11.603505030025566,27.79193903645254,38.54284920380197,18.720147954928283,26.0,43.0,2.0588966121742187,0.024229567130805423
19.377623930463255,11.603505030025566,24.63335252255504,35.770754538109166,16.39313060764591,26.0,44.0,2.1820575577812664,0.025583844482291507
13.490594570021955,8.975228197159538,27.84748146448868,32.85940154668105,19.368806976659094,19.0,25.0,1.6965113848405409,0.03050284446509447
20.827107391717508,8.975228197159538,27.18741648849052,39.46434787535112,18.637240483633615,19.0,34.0,2.117499525211736,0.03183416606102091
10.073348335714506,9.358775073496119,28.339209752923143,28.29271862800692,18.219370292292414,18.0,18.0,1.552892233601288,0.03527542856548805
16.963282063203096,9.358775073496119,27.98967578319336,35.187405561620665,18.22412349841757,18.0,28.0,1.9308147008922567,0.033900347013206523
13.1697675241425,7.566333315385325,28.50228611846817,35.415188574993714,22.245421050851213,12.0,21.0,1.5920214993475506,0.031945705656739216
10.705257425912365,7.566333315385325,24.079649556068052,29.56231373156776,18.857056305655394,12.0,20.0,1.5677056509982294,0.03243273537989844
17.364933195925968,11.246807798200768,26.0125310999487,34.41544973506398,17.050516539138012,23.0,36.0,2.0184403009765854,0.028145581031490452
14.805599138251296,18.95614046068969,38.715619677427114,34.22348481412932,19.417885675878026,31.0,27.0,1.7624722580710026,0.03028150182097233
15.124400295609878,14.91550270094655,31.29289141716915,31.418305715563832,16.293905419953955,32.0,33.0,1.9282243824177432,0.028705240726589275
13.850465122278248,14.91550270094655,33.0351625012321,30.715196791264095,16.864731668985847,32.0,31.0,1.8212680399623067,0.027901395564337444
15.031691192007191,21.69123489703807,40.51278031114682,32.79236071246154,17.760669520454346,41.0,33.0,1.8463471027764868,0.02680829687758806
16.53090176155501,21.69123489703807,39.232254877555334,34.22881706162344,17.697915300068427,41.0,35.0,1.9340592652452742,0.02718948582563398
15.75886828941593,12.027525110620122,25.857722676547084,31.073613854091377,15.314745564675446,19.0,26.0,2.028999680266637,0.03926033222123655
21.327982536864468,10.61788231677534,27.68213346622679,38.47792769796218,17.149945161097712,17.0,29.0,2.2436181186890356,0.04020093582375276
21.218966345503183,10.37787860947884,24.97354117308516,36.371027181126195,15.152060835623013,23.0,41.0,2.4004013431372098,0.030811601029948333
18.39610462679191,10.37787860947884,25.390163383815775,34.01092511829876,15.614820491506846,23.0,39.0,2.1781182266423014,0.02879698114351902
22.035329278620267,18.06639175913018,36.17981574017846,42.49366303681098,20.45833375819071,28.0,34.0,2.077083282493531,0.031016443043455928
20.025647140295227,18.06639175913018,36.0167875152006,40.40904870720629,20.38340156691106,28.0,32.0,1.9824487377417621,0.0308526112853536
16.539314140796634,18.669816208607617,39.170057298778865,36.7914322072672,20.252118066470565,29.0,26.0,1.8166708334660138,0.033126809161675395
17.448513590867634,18.669816208607617,39.96062724199669,37.68715694276055,20.238643351892918,29.0,27.0,1.8621384984896074,0.03322075477159231
18.06997625251998,21.319090787700418,41.35941990050655,38.38623258235362,20.316256329833642,36.0,32.0,1.8894343504607645,0.028686074754905297
18.06997625251998,21.319090787700418,42.99234917653745,38.38623258235362,20.316256329833642,36.0,32.0,1.8894343504607645,0.028686074754905297
15.273080783163032,11.202387508009314,26.94073300065933,31.410994218035302,16.13791343487227,23.0,28.0,1.9464098840782953,0.03431484112742286
12.114521118878498,11.202387508009314,23.80932376827808,26.691446955382577,14.57692583650408,23.0,28.0,1.8310751700842756,0.031167536374549488
12.723641320493426,13.596776541225637,26.675891490936348,28.387908073566898,15.664266753073472,32.0,31.0,1.8122717469681071,0.027670945199822272
17.994672319742087,8.990894192541635,23.11016373931994,34.18429873457157,16.189626414829483,16.0,33.0,2.1114939813101063,0.03267467075234488
15.808232968417997,8.990894192541635,23.28974231821857,31.926285655248964,16.118052686830968,16.0,29.0,1.9807780924636074,0.034002319429334946
12.97708598241491,8.187035497546173,19.555426811121983,25.25554803992901,12.278462057514101,21.0,32.0,2.05689832502054,0.032514702545604235
15.309198928422804,8.187035497546173,23.301413408893595,29.766479442970557,14.457280514547753,21.0,31.0,2.058926601930273,0.0336094322798407
11.506739602970327,8.229724269622963,22.531662958394122,27.711651246387373,16.204911643417045,17.0,25.0,1.7100772812695177,0.03096246097602503
13.43848884757854,8.229724269622963,23.03270078498746,29.73388460105617,16.29539575347763,17.0,27.0,1.824680115222768,0.03213494693363225
18.689127450917336,8.11628465777546,24.327660597347347,35.12273844468582,16.433610993768486,17.0,33.0,2.137250203744273,0.033204721557585554
18.43209329242327,8.11628465777546,26.197844623869806,36.62256335889831,18.19047006647504,17.0,35.0,2.0132829566836508,0.028844284284638186
15.617809967822645,10.035911822782937,23.911996120045306,29.68961928745708,14.071809319634436,20.0,29.0,2.109865093611741,0.03714312947782223
18.91300179004263,10.035911822782937,23.948819028745426,32.969197369772516,14.056195579729884,20.0,32.0,2.34552779112697,0.038434768587313865
18.903932198088825,9.729330023568782,25.52580731730191,36.94670880249877,18.042776604409944,17.0,33.0,2.047728551572733,0.03133407525089927
14.866021226793304,9.729330023568782,27.27185264909635,34.50311652096943,19.637095294176124,17.0,27.0,1.757037688318506,0.030116486569330886
15.711534193292298,14.22929861079275,31.923243345768284,33.53760973861009,17.82607554531779,32.0,37.0,1.88137931163537,0.02464299311112163
17.125723028672038,14.22929861079275,34.08396574711986,35.78333859219548,18.65761556352344,32.0,35.0,1.9178945171404256,0.026843525009082023
16.798845524147335,10.451969192867235,26.823171155575313,34.97989420807089,18.181048683923553,18.0,30.0,1.9239756086788096,0.031469683645573926
18.22004068107508,10.451969192867235,26.799724194237513,36.04804146847649,17.82800078740141,18.0,30.0,2.0219901209534785,0.0338591982844529
19.345764460153877,9.161732131597137,28.480193563978094,40.542308810208205,21.196544350054328,16.0,35.0,1.912684829218603,0.026731404772967884
20.268786866657393,9.161732131597137,24.720639351563413,38.730121147563224,18.46133428090583,16.0,38.0,2.097904764533784,0.028130241776788602
15.601888739035669,13.596043615085698,32.02978203690119,33.92735813338618,18.32546939435051,26.0,29.0,1.851377304629671,0.03064134281708628
18.676789477393,10.932929304801437,32.04776220650397,39.852354043902636,21.175564566509635,21.0,30.0,1.8819972387858508,0.030408817046195115
16.54441915850192,10.932929304801437,27.220453744179217,34.64483832545127,18.100419166949347,21.0,32.0,1.9140351395127566,0.029269291134705656
16.806401937960334,17.49558003486318,31.63169125466037,35.7675489438991,18.961147005938766,30.0,35.0,1.886359983006115,0.02616014338888821
22.72895899410783,10.05172118946,29.20866118924128,43.57827117606275,20.849312181954918,16.0,35.0,2.0901539003181,0.030388833526605364
18.393534107192,9.370014428526634,30.319379540287176,37.64057398492911,19.247039877737112,20.0,29.0,1.9556552188821328,0.033367311939112784
17.505722992906378,9.370014428526634,23.842938752556385,32.66401975024498,15.158296757338606,20.0,33.0,2.154860818015804,0.033563475423321554
20.86812128628695,10.49570365891973,27.363988167785518,38.76608081605215,17.897959529765203,18.0,33.0,2.165949741454171,0.033787871731518794
20.133493773376124,10.49570365891973,24.013572834568144,35.677525966190935,15.544032192814809,18.0,34.0,2.295255537535671,0.035254552413357114
13.47286129061295,11.693481055901003,27.084892298227558,30.025615288786327,16.552753998173376,19.0,23.0,1.813934726034091,0.037353153991190956
15.396735065243329,11.693481055901003,25.730901422191657,30.939060401926003,15.542325336682675,19.0,25.0,1.9906326583515963,0.0397290807083385
19.12165354895495,11.042014344750932,27.477057053247528,36.61935869510111,17.497705146146163,19.0,31.0,2.092809222080557,0.03436905817028386
16.674278801322746,11.042014344750932,28.38648247627669,34.81710007445002,18.14282127312727,19.0,28.0,1.9190565541215083,0.03358561528662242
13.431226983940181,9.247801519831807,24.86489479430272,30.10636467218851,16.675137688248327,19.0,27.0,1.805464232742482,0.03156925333233232
12.992362139074828,9.247801519831807,27.19568521119632,31.540611723437422,18.548249584362594,19.0,26.0,1.7004629779204745,0.029458753706575972
14.985726328244926,8.56633678992921,25.182921190280744,32.94657132930687,17.960845001061944,17.0,30.0,1.8343553060760163,0.029175770310246648
13.319396348726542,8.56633678992921,26.44079436456019,31.94264216401732,18.62324581529078,17.0,25.0,1.715202735378735,0.031135164467913826
15.78728963566629,12.527365179809173,28.88776427823295,32.484951382750076,16.697661747083785,23.0,29.0,1.94547906615868,0.03310777436671817
15.210760504475674,12.527365179809173,28.031290809309706,31.13976261169983,15.929002107224155,23.0,27.0,1.9549098180844144,0.03581859467127032
16.01436309911193,9.30042568889812,24.958574009555647,33.25524010085002,17.240877001738088,23.0,37.0,1.9288601210656213,0.025614824984679357
17.464495024665606,9.30042568889812,22.928656462352418,33.13810404346937,15.673609018803763,23.0,40.0,2.1142612402614676,0.027003841214896213
17.07691956386703,9.502308582921675,25.778158783537492,34.529421864136054,17.452502300269025,21.0,37.0,1.9784797199885655,0.026605196684564104
32.54541729759109,9.502308582921675,24.817195552846837,49.04080398012355,16.49538668253246,21.0,54.0,2.9730011744468268,0.029109630243782436
17.48636521158576,10.367330556651662,24.4451837517905,33.83783746038973,16.35147224880397,20.0,35.0,2.0694061638923555,0.029977623766340975
16.248593250849535,10.367330556651662,27.749882111823133,34.61785439291066,18.369261142061124,20.0,29.0,1.8845534463900795,0.03152492106074608
15.659952913923423,9.053959375008596,28.19650729958047,36.445502166746245,20.785549252822822,19.0,34.0,1.7534057783821466,0.023828232573974876
7.014457580570948,9.053959375008596,23.975185055776475,25.21230858051968,18.19785099994873,19.0,23.0,1.3854552705476437,0.02045044061441969
3.816187010086324,4.488660650736936,31.392483364466713,28.270942550397127,24.454755540310803,8.0,6.0,1.1560509163052473,0.03486749004971609
8.040143370478372,4.488660650736936,25.982498252089872,30.28756775649137,22.247424386012998,8.0,15.0,1.3613965927459553,0.029672493608247242
18.597792783084373,11.25095630634679,30.0725589830909,38.82387024498575,20.226077461901376,25.0,37.0,1.919495775595436,0.025425064462741873
17.349262497299655,11.25095630634679,26.481581044934646,35.209373178218584,17.86011068091893,25.0,38.0,1.9713972554400212,0.02576890848824684
24.18181449680519,13.347295176196116,25.906837844675188,37.21840187823397,13.036587381428783,38.0,55.0,2.854919066569008,0.027517269955354407
19.06996526709598,13.347295176196116,24.76621860149093,31.67022249805739,12.60025723096141,38.0,49.0,2.513458409423355,0.02713620034158437
14.776932045460711,7.9209055261698005,23.74027192319009,31.19443583871012,16.41750379324941,15.0,25.0,1.9000717911535814,0.03704215717981865
14.450267464068489,9.76207921367606,25.744438164682407,30.91547480296907,16.46520733890058,19.0,26.0,1.8776243849616392,0.03495801859887914
13.336717055546423,9.76207921367606,22.93590736167559,27.911011529037648,14.574294473491225,19.0,26.0,1.9150849174760536,0.036054167870518405
17.10684407756228,12.438211450776171,29.41274464995835,32.459764155742555,15.352920078180274,25.0,30.0,2.1142404174874003,0.036004647994050926
17.67994276765991,12.438211450776171,25.240011720131136,30.72614880886354,13.04620604120363,25.0,33.0,2.3551788705330594,0.037449594952712
23.4755712375609,8.743145327783383,24.16656966413909,39.73161818747178,16.256046949910882,19.0,41.0,2.4441131543169905,0.03144661167534083
16.316915045547894,8.743145327783383,21.633878688323733,31.041565216852838,14.724650171304946,19.0,35.0,2.108136007016718,0.03074194131068704
18.623724198118666,8.725333820476905,23.133583501599194,34.14978294284218,15.526058744723516,18.0,35.0,2.199513959358674,0.032490993069576625
16.447016964568082,8.725333820476905,23.81598787667453,32.54008917810589,16.093072213537805,18.0,33.0,2.0219936098175544,0.03078116478317393
21.0988026912875,15.66398037404386,31.711774712932733,38.40440418785374,17.305601496566243,34.0,42.0,2.2191892142826646,0.027381730499897807
21.761886374266233,15.66398037404386,28.771836705839654,37.331269408248644,15.56938303398241,34.0,45.0,2.397735949251669,0.02803717312582207
15.566583443371197,12.564458514237923,32.906392320733126,35.69831358103037,20.131730137659172,20.0,23.0,1.7732362463100855,0.03592977207440546
13.383829115098738,12.564458514237923,28.944434981288918,30.776147560457595,17.392318445358857,20.0,21.0,1.7695253026298063,0.039207732912376024
18.854123248054705,13.815463000408414,31.737211166063144,37.250334634801696,18.39621138674699,28.0,34.0,2.0248916394621124,0.029936608980405514
19.95643268407667,13.815463000408414,31.074448410050874,37.94859827854217,17.9921655944655,28.0,36.0,2.1091734666012294,0.029907715356757725
20.375079332538853,12.431513978055765,28.69779140342792,38.80828764820732,18.433208315668466,18.0,29.0,2.1053463392598766,0.03703646837433121
19.279388006644382,12.431513978055765,28.833452356658146,37.710880481277705,18.431492474633323,18.0,27.0,2.0460025433739557,0.038252145870008775
19.208135771914954,12.468597944109842,28.395121535210034,37.896735122249815,18.68859935033486,20.0,32.0,2.0277996446839546,0.03187234734109786
16.66436074014946,12.468597944109842,29.729203664710273,36.14786661803201,19.483505877882553,20.0,28.0,1.8553060647604827,0.031844900140321444
22.89788432080959,13.113959322219358,35.07492541611593,45.44047685903028,22.542592538220685,18.0,28.0,2.0157609104625616,0.03611873324389884
18.22540888081155,13.113959322219358,27.479272747464417,35.60385286935466,17.37844398854311,18.0,27.0,2.0487365205323793,0.038323498417806426
20.869394089978876,11.01628325142919,37.16795410585963,46.41165533155702,25.542261241578146,16.0,24.0,1.8170535056625021,0.035900037598142504
13.970608708159737,11.01628325142919,27.87331060240595,33.19400352415033,19.223394815990595,16.0,22.0,1.7267503394633796,0.03582088669410341
18.506155024286628,10.327762794059431,24.115375687936403,34.585248313414475,16.079093289127847,21.0,37.0,2.150945186492567,0.02986407460487153
20.177075706761496,10.327762794059431,29.304797478215143,39.87826865415449,19.701192947392993,21.0,35.0,2.0241550225227085,0.029066279569247146
19.202401416089696,10.340592197791992,29.608223255924422,39.98339683609723,20.78099542000753,20.0,34.0,1.9240366511799527,0.027768714159466152
11.739302556975055,10.340592197791992,23.954741984478098,27.987143234899772,16.247840677924717,20.0,24.0,1.722514627616011,0.03268817643192194
18.843544098779983,13.141024201681391,25.103706821927428,31.828242307143224,12.984698208363241,28.0,37.0,2.4512115565876726,0.03495932443739929
