Lb,dL,Li,Li_prev,dLambda_if,lambda_inv,Tid,dLambda_ib,Lb_mother,condition
1.9451927029997798,1.7921363943629918,2.2054684288997386,1.0728539242639634,1.1326145046357754,82.7942398917113,63.0,1.531860668463033,26.357334839710276,glycerol
1.5571404080817866,1.7645091296306017,2.1083280578390564,1.114025202239848,0.9943028555992084,82.3421152689771,54.0,1.2133214798733318,25.862293350830104,glycerol
1.6874109195235685,2.0312169198598253,2.1073425131181334,1.114025202239848,0.9933173108782855,84.21355301179213,69.0,1.6112853262652602,25.862293350830104,glycerol
1.7699508609342145,1.806577513485834,2.215446964026616,1.1113862510112895,1.1040607130153264,138.93670930876036,96.0,1.3610814103934326,27.82039572798753,glycerol
1.6228794239816193,1.7975590462368882,2.07021478607072,1.1113862510112895,0.9588285350594304,136.66467101863068,99.0,1.3502236841477875,27.82039572798753,glycerol
1.7544848239034654,1.516677632614959,1.8288852153875366,1.0541640289195282,0.7747211864680082,100.13842006268258,84.0,1.4422772411308877,23.95600627818133,glycerol
1.6313348470643547,1.4782081938656682,1.6739760943679947,1.0541640289195282,0.6198120654484665,80.58886632153623,72.0,1.4355669465620282,23.95600627818133,glycerol
1.8071716657891588,1.6312027944423533,2.1638067066951328,1.0536712565590667,1.110135450136066,80.81956509496302,54.0,1.2745677535363793,25.960167992670282,glycerol
1.752791341615876,2.346774539293431,2.0946081604302464,1.107723482013308,0.9868846784169385,151.7355509489356,147.0,2.004957720479061,27.23001324514176,glycerol
1.5854007079927732,1.7842390719390622,1.8931489971807343,1.107723482013308,0.7854255151674264,140.6577278224284,117.0,1.4764907827511011,27.23001324514176,glycerol
1.6397254239015326,1.6133527644329637,1.9460409433053394,1.03510739303536,0.9109335502699792,109.27289304554405,81.0,1.307037245029157,24.967375753563374,glycerol
1.8283772356960937,1.9736612675363763,2.1956013126103118,1.03510739303536,1.1604939195749517,102.25245297294063,81.0,1.6064371906221582,24.967375753563374,glycerol
1.575108471149055,2.035483830890443,1.9496237473394509,0.9144426076937683,1.0351811396456827,87.73510522507117,78.0,1.660968554700047,26.992074213899468,glycerol
1.5119939311416144,1.7282389853606426,1.9048510081650765,0.9730204716526697,0.9318305365124069,90.02904069193129,69.0,1.3353819083371805,25.226544983100503,glycerol
1.844071823885123,1.5795516066834387,2.0770764317969745,1.0978006563051559,0.9792757754918189,87.38231045052439,63.0,1.3465469987715872,28.12888054917067,glycerol
1.6392741923952758,1.696795252579555,1.796672104995002,0.9465744985903671,0.8500976064046349,90.72355241862013,81.0,1.5393973399798289,24.39078012296574,glycerol
1.744468835259153,1.5392371269120464,1.8222506548660007,0.9465744985903671,0.8756761562756334,95.33858708637058,81.0,1.4614553073051988,24.39078012296574,glycerol
2.3682778317729447,1.5381692837020866,1.8369358242441751,1.0473040802151232,0.7896317440290519,99.72040276084076,96.0,2.069511291230856,26.966020640244245,glycerol
1.9640044345535255,1.6885423874909857,1.811933471152386,1.0473040802151232,0.7646293909372629,77.08596464221411,96.0,1.8406133508921252,26.966020640244245,glycerol
1.6062053476416758,1.8260415559632268,1.8085428156104235,0.898336052497501,0.9102067631129226,87.63145933168855,81.0,1.623704087994479,25.219602959927318,glycerol
1.73886778975139,1.7615542379786668,1.87422761259766,0.905966735576193,0.9682608770214669,83.21935043756923,75.0,1.6261944151323968,30.215452839285007,glycerol
1.7602615887894195,1.813610801805752,1.8399237548818057,0.905966735576193,0.9339570193056127,93.96120336345878,90.0,1.7339486357133658,30.215452839285007,glycerol
2.1044697198079754,1.5219653719619375,2.2464830625178145,0.9184679121220876,1.3280151503957267,95.52980684201556,66.0,1.3799520292520984,36.43504356573761,glycerol
1.75947634518505,1.954861532443975,1.8831427749449627,0.9184679121220876,0.9646748628228753,91.840232900985,90.0,1.8311951026840623,36.43504356573761,glycerol
1.8388224028819746,1.7922479498458335,2.28728963515878,1.1232415312589072,1.164048103899873,161.97833867108614,108.0,1.343780717569028,32.376457227815,glycerol
1.7029791660397937,1.7250167053590657,1.826385415402947,1.1232415312589072,0.70314388414404,89.17030716679807,81.0,1.6016104559959123,32.376457227815,glycerol
1.5805905141343497,1.5956668385680017,1.7347312929642085,0.93711380629883,0.7976174866653785,89.38643764132271,78.0,1.441526059738143,26.751812150021383,glycerol
1.607785419243215,1.7645898375430584,1.9206045784003831,0.93711380629883,0.9834907721015531,70.17936489018254,57.0,1.4517706783858904,26.751812150021383,glycerol
1.817868442764566,1.597050990725186,1.8624898410400321,0.9415713874724814,0.9209184535675509,85.75162582216264,75.0,1.5524295924497198,27.068866849000766,glycerol
1.7601011104814879,1.4118602192147087,1.8791383581541674,0.9415713874724814,0.937566970681686,95.32586959890926,72.0,1.2928229715420292,27.068866849000766,glycerol
1.5335645188292306,1.9724195644874094,2.095873333114559,0.9131927077014735,1.1826806254130853,113.16668543185946,84.0,1.4101107502020809,26.199679477535287,glycerol
1.610849138692254,2.064837207966354,2.318041210780455,0.9131927077014735,1.4048485030789812,85.70043848894845,57.0,1.3576451358781534,26.199679477535287,glycerol
1.6117814561115742,2.2652372378404664,2.43607414894474,0.9312449205200161,1.5048292284247242,80.55017020457419,54.0,1.4409445450073002,27.96720681176255,glycerol
1.398174563751501,2.403005411015568,1.8763483354173904,0.9312449205200161,0.9451034148973744,70.69083043400344,72.0,1.9248316393496787,27.96720681176255,glycerol
2.087590357747496,2.22188699775256,2.7481746862138463,1.14364481757939,1.6045298686344562,166.39981024721985,108.0,1.56130266928621,28.289575428953455,glycerol
1.524886259373877,2.0075514724687613,1.7765255695873572,1.14364481757939,0.6328807520079671,108.91426159369227,108.0,1.7559121622552811,28.289575428953455,glycerol
1.7713961172509127,2.3281901241621754,2.419208500671619,1.1590206053902274,1.2601878952813919,86.73446365517125,66.0,1.680377740741469,24.782294441419292,glycerol
1.6409654706894972,1.735300122536123,2.016621279763534,1.0479366665572796,0.9686846132062542,80.70067275955101,60.0,1.3596443134620864,23.59330028968047,glycerol
1.6895959983422648,1.6095599584964575,1.950107627173159,1.0479366665572796,0.9021709606158794,87.00888421709598,66.0,1.3490483296655633,23.59330028968047,glycerol
1.7300846120953295,1.6035878936889405,2.038361654703496,0.8882627847936786,1.1500988699098176,88.76961006471718,63.0,1.295310851080774,23.459788605751953,glycerol
1.7654785975349032,1.9430042832309051,2.166616927800942,0.8882627847936786,1.2783541430072636,81.24995851832006,63.0,1.5418659529648662,23.459788605751953,glycerol
1.5866361386884522,1.5623603122179173,2.1573804960836904,1.008310639881767,1.1490698562019235,87.97468767737548,48.0,0.9916159548226791,25.24562262599226,glycerol
2.4228712090414386,1.296350778391857,2.5109639458883826,1.3740873431069232,1.1368766027814594,116.4515012037677,66.0,1.2082580415449131,32.116774734576865,glycerol
1.915562161613757,1.4416282986981765,2.003505911631972,1.3740873431069232,0.6294185685250487,92.65132401363785,69.0,1.3536845486799618,32.116774734576865,glycerol
1.5378233872599925,1.8326126069327051,1.8711188203349565,1.019180827351748,0.8519379929832085,84.80225240433994,72.0,1.499317173857741,26.616686339928144,glycerol
1.625779010361939,2.1833638699282165,2.065656622775543,1.019180827351748,1.0464757954237949,78.15456003303908,69.0,1.7434862575146126,26.616686339928144,glycerol
2.060940613632119,1.9218026485166355,2.7054790166257328,1.2554819729441913,1.4499970436815415,145.19292289511802,81.0,1.2772642455230216,37.27494167756059,glycerol
1.6127372280531806,1.997647047915103,1.9368980041311825,1.2554819729441913,0.6814160311869911,113.53461558384089,102.0,1.673486271837101,37.27494167756059,glycerol
1.4965763228700273,1.9176939260279218,2.058230205426707,1.001752955815986,1.0564772496107213,110.93262906011248,81.0,1.3560400434712419,29.470187101750106,glycerol
1.5299438280828916,2.0750795293468176,1.8553584233813767,1.001752955815986,0.8536054675653908,97.04577131867967,93.0,1.7496649340483328,29.470187101750106,glycerol
1.6619465943054785,2.5100853910548966,1.9305874625378592,0.9684490020655913,0.9621384604722679,97.14761090487738,108.0,2.241444522822516,24.811341970048932,glycerol
1.5744853141549124,2.2662175376585267,1.8334042760284466,0.9684490020655913,0.8649552739628554,95.60897897258393,102.0,2.0072985757849926,24.811341970048932,glycerol
1.6964172764915015,1.7802826691456084,1.9896871867662822,1.0291151027133536,0.9605720840529285,78.24367252172223,63.0,1.4870127588708277,23.02425112107734,glycerol
1.7246929939552063,1.7149626684596515,1.9446949246930143,1.0291151027133536,0.9155798219796607,69.28235535261146,57.0,1.4949607377218435,23.02425112107734,glycerol
2.0638669106581222,1.5419770403148734,2.241721843907244,1.3527395083128664,0.8889823355943779,100.62274021501875,69.0,1.3641221070657514,31.70677867126337,glycerol
1.8880655379546851,1.4592817984919375,2.0692190094924405,1.3527395083128664,0.716479501179574,90.78700542672507,63.0,1.278128326954182,31.70677867126337,glycerol
1.6254014492055906,1.5099833285405921,1.7286630502362548,1.0346095047462203,0.6940535454900346,101.282231224341,87.0,1.406721727509928,29.04716212237977,glycerol
1.6473221955776358,1.7867052439431732,1.9250879008969135,1.0346095047462203,0.8904783961506932,93.415719325544,78.0,1.5089395386238955,29.04716212237977,glycerol
1.8067159825010124,1.5061434960232243,2.161160130925377,1.120860921953622,1.040299208971755,150.90762723839333,93.0,1.1516993475988597,31.751798625509572,glycerol
1.4936273610726558,1.5722139673657356,1.796061008515474,1.120860921953622,0.6752000865618518,112.77513100706938,87.0,1.2697803199229174,31.751798625509572,glycerol
2.200772557282919,1.3931806151735495,1.7577178227733952,0.9652937312689296,0.7924240915044657,76.31844822969849,78.0,1.8362353496830734,25.568409143161208,glycerol
1.4903949652473618,1.8512665956306913,1.783306781342191,0.8643315251181274,0.9189752562240636,92.7141351688837,84.0,1.558354779535862,25.00617614162447,glycerol
1.5102327864677922,2.5322564759102013,1.8580867892280708,0.8643315251181274,0.9937552641099434,80.25495740079806,90.0,2.184402473149923,25.00617614162447,glycerol
1.5779429878917133,1.974893881531299,1.6279774433422194,0.9625439504484568,0.6654334928937626,66.61392396935226,75.0,1.924859426080793,25.343418393502088,glycerol
1.5473911805254894,1.3618894886601796,1.763307897175343,0.898030504257737,0.8652773929176061,95.51784917950407,69.0,1.1459727720103259,22.97888247804086,glycerol
1.4192191961571816,1.8422102088383934,1.6931727916306942,0.898030504257737,0.7951422873729571,82.47203012303044,78.0,1.5682566133648808,22.97888247804086,glycerol
1.8688078550349543,1.939713820187845,2.1744535565235377,1.0805800654626885,1.0938734910608492,137.2780003651512,111.0,1.6340681186992616,27.795630500015573,glycerol
1.2394308560274805,2.1231314094830935,1.9112715396267435,1.0805800654626885,0.8306914741640548,110.42562398819337,90.0,1.4512907258838306,27.795630500015573,glycerol
1.435614857549786,1.7621359712662996,1.7932915819478747,0.8816539485876715,0.9116376333602032,93.47503020535045,78.0,1.4044592468682109,23.806018161930606,glycerol
1.4565050624180205,2.026751409500064,1.9311855285773587,0.8816539485876715,1.049531579989687,81.08585170978255,69.0,1.5520709433407258,23.806018161930606,glycerol
1.5364926133920005,1.9259608901443637,1.8075951667282764,0.8465863958153471,0.9610087709129292,76.78172855846104,72.0,1.6548583368080878,21.834141479341255,glycerol
2.177066171707631,2.128065072020985,2.608751368900216,1.0872267782617688,1.5215245906384471,149.44006322662665,108.0,1.6963798748284002,28.750890077460834,glycerol
1.506342881144786,2.3864934087665404,2.229662540457361,1.0872267782617688,1.142435762195592,100.74673230624344,81.0,1.6631737494539656,28.750890077460834,glycerol
1.5590939714946934,1.6867026707227795,1.6004623842554,0.9556357698133717,0.6448266144420282,79.4052375572521,81.0,1.6453342579620729,19.06816701580739,glycerol
1.7256024106933796,1.5658792194705695,1.8134845891655638,0.9556357698133717,0.8578488193521921,83.72359180545813,72.0,1.4779970409983854,19.06816701580739,glycerol
1.5166305805048224,1.9819022564732107,1.8432372676825641,0.8002311921277,1.0430060755548642,74.63427249096237,69.0,1.655295569295469,23.98606109991836,glycerol
1.4871930361367345,2.4152227289331827,2.0512695880311846,0.8002311921277,1.2510383959034845,64.66559827331886,60.0,1.8511461770387325,23.98606109991836,glycerol
2.0177379033437126,1.9140962914878337,2.1239862917979604,1.1148312702286804,1.0091550215692802,81.0420175881604,72.0,1.807847903033586,23.17450586376594,glycerol
1.850866590492083,2.0076890436350014,1.9470564380730526,1.1148312702286804,0.8322251678443722,82.08631352049863,81.0,1.911499196054032,23.17450586376594,glycerol
2.2844803812973673,1.732006121278853,2.378436923829344,1.304375684450108,1.0740612393792361,103.18548640204494,78.0,1.6380495787468763,33.49332571857894,glycerol
1.7882832162858993,1.6389447969553022,1.8218302986692607,1.304375684450108,0.5174546142191527,111.88460210406473,102.0,1.6053977145719407,33.49332571857894,glycerol
1.9405196099071416,1.9834934051259532,2.2471339088562883,1.0619931458989802,1.1851407629573079,70.87403732986087,57.0,1.6768791061768065,31.04212158990327,glycerol
2.2598851693946784,2.3930522748377747,3.0167735297161693,1.189218461914672,1.8275550678014971,100.778168352132,63.0,1.6361639145162838,35.1458520199595,glycerol
1.7208629212853892,1.9480110736256444,1.993778870771132,1.189218461914672,0.8045604088564599,98.88251987473905,87.0,1.6750951241399017,35.1458520199595,glycerol
1.7047966829936538,1.7335201477106226,2.095474528990799,0.9109151493346304,1.1845593796561686,100.78027648838403,72.0,1.3428423017134774,27.512049481321526,glycerol
1.56467970266782,2.0903466813632914,1.8893245808345323,0.9109151493346304,0.9784094314999018,88.23425177762255,84.0,1.765701803196579,27.512049481321526,glycerol
2.5679186919673738,1.9408801252279861,2.7246828747836958,1.5083867648580846,1.2162961099256113,140.36926212262108,102.0,1.7841159424116642,34.76746414453351,glycerol
2.0165342317921504,1.7930641902084075,2.235664975088233,1.5083867648580846,0.7272782102301484,120.94651676701496,93.0,1.5739334469123247,34.76746414453351,glycerol
1.567711965079784,1.90115760685088,1.7212553227097291,0.996889435385566,0.7243658873241632,89.02037693290474,90.0,1.7476142492209348,26.474814173621372,glycerol
1.652324660637275,1.9263545717636543,2.193606682220592,0.996889435385566,1.196717246835026,80.72255289388967,57.0,1.3850725501803374,26.474814173621372,glycerol
1.7085003687074714,1.693559589798299,2.0529683149077522,1.0477372644953995,1.0052310504123527,90.57259920905392,66.0,1.349091643598018,26.22764127682544,glycerol
1.6476242089086526,1.786577004698286,1.7994271681116913,0.8606276613548646,0.9387995067568268,70.78227254760152,66.0,1.6347740454952473,24.11864561661206,glycerol
1.9750667059674551,1.8616480074234572,2.0942419885824353,1.1178324875441166,0.9764095010383187,106.47513782956717,93.0,1.742472724808477,31.023603566033085,glycerol
1.7415466084027074,1.5604371804618977,1.8865359309616931,1.1178324875441166,0.7687034434175766,78.00954709316946,63.0,1.415447857902912,31.023603566033085,glycerol
2.806860117911624,1.5843460250471475,2.0323343056582925,1.3623414373918479,0.6699928682664448,185.8563057517407,141.0,2.358871837300479,39.50644141488267,glycerol
2.0691296757419853,1.7303000321973507,2.0626655798310627,1.3623414373918479,0.7003241424392145,82.12064493078925,90.0,1.7367641281082733,39.50644141488267,glycerol
1.778279765852568,1.8656960293529106,2.114501225862024,1.0313327899155313,1.0831684359464928,84.0554482298385,66.0,1.5294745693434546,31.832764242184385,glycerol
1.8270719400318842,1.7521322547628604,2.1750404792942097,1.0313327899155313,1.1437076893786786,83.49608095081891,60.0,1.4041637155005349,31.832764242184385,glycerol
1.8308019047520057,1.7042507122364892,1.922243307682073,1.0471209942912176,0.8751223133908556,85.32998557625515,75.0,1.6128093093064217,30.38564163026854,glycerol
2.4402450211852384,2.23584966634047,2.8313489912184506,1.0161671528291463,1.8151818383893044,111.90711651076813,81.0,1.8447456963072577,43.18246335248652,glycerol
1.742133005351742,1.4968767339696818,1.9643093267881035,1.0161671528291463,0.9481421739589572,103.94568502908413,75.0,1.2747004125333203,43.18246335248652,glycerol
1.6799931868109619,1.7166852564582018,2.108315285331557,1.057250612931012,1.0510646724005452,91.56523994912315,63.0,1.2883631579376065,27.35815024388566,glycerol
1.7784762274781605,2.3885304121530426,2.301979419481339,1.057250612931012,1.2447288065503272,80.59462824295949,69.0,1.8650272201498637,27.35815024388566,glycerol
1.559338397424849,1.6567473243626019,1.9337790493258848,0.9821546633940518,0.951624385931833,106.2839866625236,78.0,1.282306672461566,26.802046236180647,glycerol
2.694180797052688,2.4145328510509776,3.161534623688848,1.4156744956092253,1.745860128079623,90.99640370362023,63.0,1.9471790244148175,37.54223109515751,glycerol
1.7842334682845187,2.220603620287179,2.2795843841223897,1.4156744956092253,0.8639098885131645,84.87369432487341,69.0,1.725252704449308,37.54223109515751,glycerol
3.0191514855065495,1.7073351250110411,3.157550150087422,1.580767311844424,1.5767828382429978,139.18422095844272,81.0,1.5689364604301685,41.448935339272126,glycerol
1.8138116015664212,1.506694272375616,1.950318878908353,1.580767311844424,0.3695515670639289,85.97186350596866,66.0,1.3701869950336842,41.448935339272126,glycerol
1.8394821717780117,1.7126617397033486,2.077880547467452,1.1397921920611949,0.9380883554062572,85.31791058495162,66.0,1.474263364013908,27.44974566591567,glycerol
1.963962692835151,1.715923556536314,2.100637988951476,1.1397921920611949,0.9608457968902813,92.72611671902158,75.0,1.579248260419989,27.44974566591567,glycerol
1.6496862872779077,2.2695964493761798,1.9994642239516978,0.9751594394541765,1.0243047844975213,108.13859455556323,105.0,1.9198185127023897,27.904793870252632,glycerol
1.5823451266170239,2.1094279932759976,2.1740843254065987,0.9751594394541765,1.1989248859524222,78.54369565016438,60.0,1.5176887944864226,27.904793870252632,glycerol
2.8523930255175953,2.065007565135301,2.9064673090935353,1.578775075043711,1.3276922340498245,110.72602973966723,84.0,2.010933281559361,46.44848439240845,glycerol
1.6979006403538344,1.5816766178728867,1.9653814313554652,1.578775075043711,0.3866063563117543,85.28489877142003,63.0,1.314195826871256,46.44848439240845,glycerol
1.8593486778843724,1.925629435582485,1.6915722775176043,1.038940273733726,0.6526320037838782,67.28506398261808,75.0,2.093405835949253,28.299725719661716,glycerol
1.3455482574103075,1.878837920341742,1.732879524616526,0.9826907156777326,0.7501888089387934,90.41660096763322,81.0,1.4915066531355234,26.12154831313591,glycerol
1.5813675302492445,2.260522698314725,2.1056761126932124,0.9826907156777326,1.1229853970154795,72.61973640414672,63.0,1.7362141158707574,26.12154831313591,glycerol
3.007420275547243,1.9294357070624293,3.3896319844716225,1.4532336545467677,1.9363983299248546,121.66707956970032,66.0,1.5472239981380498,43.88296962334762,glycerol
1.882746110601482,2.057455450730016,2.3891970968023815,1.4532336545467677,0.9359634422556137,87.28862103540091,63.0,1.5510044645291163,43.88296962334762,glycerol
2.9228727749283485,2.5812645319373453,3.3955717782557677,1.6948159922358113,1.7007557860199565,124.84539070231733,87.0,2.108565528609926,46.26800423918835,glycerol
1.8825359437938352,1.6886399272207024,2.347625299135704,1.6948159922358113,0.6528093068998929,94.18420403273227,57.0,1.2235505718788335,46.26800423918835,glycerol
2.020499160924224,1.7606345336728415,2.249651524684212,1.1945985484011907,1.0550529762830216,116.13668219183003,87.0,1.5314821699128536,28.965324778484337,glycerol
1.6650260808257036,2.047759478183551,1.9639277411441243,1.1945985484011907,0.7693291927429337,88.16229211710113,81.0,1.7488578178651304,28.965324778484337,glycerol
1.6788314220740024,1.8688166279550902,1.8189526178485405,1.173812649567852,0.6451399682806883,77.82061363475698,75.0,1.728695432180552,28.96209144298208,glycerol
1.7357089784262005,1.5752230008046542,2.1067786789495884,1.173812649567852,0.9329660293817361,96.59634238255926,63.0,1.2041533002812663,28.96209144298208,glycerol
3.0887158491848,1.7964417807128874,3.181435759223821,1.6977858891278839,1.4836498700959375,140.61125916434113,87.0,1.7037218706738662,44.96727346043613,glycerol
2.1401955486016195,2.055268509398112,2.706609467601925,1.6977858891278839,1.0088235784740411,95.7688918221847,96.0,1.4888545903978065,44.96727346043613,glycerol
1.6478091310371388,1.6984993635768404,1.7881585707837293,0.9094763089242702,0.8786822618594592,76.31934791308291,69.0,1.5581499238302499,25.82817572421542,glycerol
1.7810870348100232,1.8733856132567421,1.7810870348100232,0.9094763089242702,0.871610725885753,63.650947850262135,66.0,1.8733856132567421,25.82817572421542,glycerol
2.8396185130302594,1.9526368152178182,3.2522538044895293,1.5907178796119106,1.6615359248776187,107.28368097450235,60.0,1.5400015237585483,47.518705372073846,glycerol
1.8497316268645267,1.542998686308759,2.061349771768291,1.5907178796119106,0.47063189215638,95.98565298830306,69.0,1.3313805414049948,47.518705372073846,glycerol
2.1755384022736637,1.3749777061266886,1.763237850133566,1.3533047338009625,0.40993311633260343,80.66156420279626,81.0,1.7872782582667863,32.92608536310184,glycerol
2.00537790457864,1.8839382422168538,1.923226589086696,1.3533047338009625,0.5699218552857334,72.20274188850559,81.0,1.966089557708798,32.92608536310184,glycerol
2.0527399498793732,2.277756594160169,,,,83.56688848141188,,,,glycerol
1.8508880031772825,2.5755849189043536,,,,59.62128580840765,,,,glycerol
1.5495085484869995,2.6092245018443556,2.567811702436031,,,90.56868496418818,63.0,1.590921347895324,28.47520004888127,glycerol
1.9371876568104582,1.4780357600899925,1.9877637121443548,1.4201231543349913,0.5676405578093634,80.68299434933655,63.0,1.427459704756096,37.72930957659202,glycerol
1.9889141212812036,2.212583657384877,2.2843464825470003,1.3101114030194372,0.9742350795275629,75.0748845868045,66.0,1.9171512961190804,32.01625313322024,glycerol
2.0521900531476325,2.5066061000800604,2.855300066602449,1.3101114030194372,1.5451886635830119,75.5543766252886,51.0,1.7034960866252438,32.01625313322024,glycerol
1.8866844956141033,2.2118097583175196,2.346710145075913,1.7890475982866725,0.5576625467892402,85.77242796772912,69.0,1.75178410885571,55.04761821760655,glycerol
1.760259252912824,2.174545950076387,2.301576968140362,1.7890475982866725,0.5125293698536895,85.30774158833727,66.0,1.6332282348488492,55.04761821760655,glycerol
1.6159945016010675,1.5836461803858106,1.880895290508574,0.9938818560721774,0.8870134344363967,82.19281409566673,63.0,1.318745391478304,29.802887027853203,glycerol
1.6831099150931368,1.4602393047448552,2.0047993907687722,0.9938818560721774,1.0109175346965948,83.22484817307665,54.0,1.1385498290692198,29.802887027853203,glycerol
1.9303582690594718,1.8795879652567493,2.1726567790020743,1.1421732412735002,1.0304835377285744,70.34341816588207,57.0,1.6372894553141468,30.598678788941594,glycerol
1.503738907133839,1.8158695591360816,1.9259530462420948,0.940447645254287,0.9855054009878079,84.02927392162164,66.0,1.3936554200278257,24.861453870785652,glycerol
1.9378857497050839,2.0069236284085363,2.0806448432735043,1.1733550725379565,0.9072897707355482,87.7644575745517,81.0,1.864164534840116,29.02591531714005,glycerol
