/scicore/home/nimwegen/GROUP/MM_Data/Guillaume/PreProcessed/20180711_GW296_glucose37_1_MMStack/GrowthLanes/20180711_GW296_glucose37_1_MMStack_Pos0/20180711_GW296_glucose37_1_MMStack_Pos0_GL07
GLidx = 0
numCells = 435
numChannels = 2
imageHeight = 377

glHeight = 298

trackRegionInterval = [50,347]
id=0; pid=-1; birth_frame=-1; daughter_type=CELL#1
	frame=0; pos_in_GL=[5,5]; pixel_limits=[258,296]; cell_height=40.90; num_pixels_in_box=780; genealogy=1
	frame=1; pos_in_GL=[5,5]; pixel_limits=[255,292]; cell_height=39.49; num_pixels_in_box=760; genealogy=1
	frame=2; pos_in_GL=[7,7]; pixel_limits=[255,292]; cell_height=39.49; num_pixels_in_box=760; genealogy=1
	frame=3; pos_in_GL=[7,7]; pixel_limits=[254,291]; cell_height=39.49; num_pixels_in_box=760; genealogy=1
	frame=4; pos_in_GL=[8,8]; pixel_limits=[252,291]; cell_height=43.14; num_pixels_in_box=800; genealogy=1
	frame=5; pos_in_GL=[8,8]; pixel_limits=[250,291]; cell_height=45.14; num_pixels_in_box=840; genealogy=1
	frame=6; pos_in_GL=[8,8]; pixel_limits=[249,294]; cell_height=48.31; num_pixels_in_box=920; genealogy=1
	frame=7; pos_in_GL=[7,7]; pixel_limits=[247,291]; cell_height=46.49; num_pixels_in_box=900; genealogy=1
	frame=8; pos_in_GL=[8,8]; pixel_limits=[244,295]; cell_height=54.31; num_pixels_in_box=1040; genealogy=1
	frame=9; pos_in_GL=[8,8]; pixel_limits=[243,290]; cell_height=50.31; num_pixels_in_box=960; genealogy=1
	frame=10; pos_in_GL=[8,8]; pixel_limits=[242,290]; cell_height=50.49; num_pixels_in_box=980; genealogy=1
	DIVISION

id=1; pid=-1; birth_frame=-1; daughter_type=CELL#2
	frame=0; pos_in_GL=[4,5]; pixel_limits=[209,256]; cell_height=50.73; num_pixels_in_box=960; genealogy=2
	frame=1; pos_in_GL=[4,5]; pixel_limits=[204,253]; cell_height=52.31; num_pixels_in_box=1000; genealogy=2
	frame=2; pos_in_GL=[6,7]; pixel_limits=[202,253]; cell_height=54.73; num_pixels_in_box=1040; genealogy=2
	frame=3; pos_in_GL=[6,7]; pixel_limits=[198,252]; cell_height=60.63; num_pixels_in_box=1100; genealogy=2
	DIVISION

id=2; pid=-1; birth_frame=-1; daughter_type=CELL#3
	frame=0; pos_in_GL=[3,5]; pixel_limits=[164,207]; cell_height=47.56; num_pixels_in_box=880; genealogy=3
	frame=1; pos_in_GL=[3,5]; pixel_limits=[156,202]; cell_height=48.49; num_pixels_in_box=940; genealogy=3
	frame=2; pos_in_GL=[5,7]; pixel_limits=[152,200]; cell_height=52.97; num_pixels_in_box=980; genealogy=3
	frame=3; pos_in_GL=[5,7]; pixel_limits=[147,196]; cell_height=52.73; num_pixels_in_box=1000; genealogy=3
	frame=4; pos_in_GL=[5,8]; pixel_limits=[140,192]; cell_height=55.73; num_pixels_in_box=1060; genealogy=3
	frame=5; pos_in_GL=[5,8]; pixel_limits=[133,188]; cell_height=59.56; num_pixels_in_box=1120; genealogy=3
	frame=6; pos_in_GL=[5,8]; pixel_limits=[127,184]; cell_height=60.31; num_pixels_in_box=1160; genealogy=3
	frame=7; pos_in_GL=[4,7]; pixel_limits=[119,179]; cell_height=63.31; num_pixels_in_box=1220; genealogy=3
	DIVISION

id=3; pid=-1; birth_frame=-1; daughter_type=CELL#4
	frame=0; pos_in_GL=[2,5]; pixel_limits=[106,162]; cell_height=60.14; num_pixels_in_box=1140; genealogy=4
	frame=1; pos_in_GL=[2,5]; pixel_limits=[96,154]; cell_height=63.38; num_pixels_in_box=1180; genealogy=4
	DIVISION

id=4; pid=-1; birth_frame=-1; daughter_type=CELL#5
	frame=0; pos_in_GL=[1,5]; pixel_limits=[55,104]; cell_height=53.56; num_pixels_in_box=1000; genealogy=5
	frame=1; pos_in_GL=[1,5]; pixel_limits=[44,94]; cell_height=53.73; num_pixels_in_box=1020; genealogy=5
	DIVISION

id=5; pid=3; birth_frame=2; daughter_type=BOTTOM
	frame=2; pos_in_GL=[4,7]; pixel_limits=[120,149]; cell_height=30.66; num_pixels_in_box=600; genealogy=4B
	frame=3; pos_in_GL=[4,7]; pixel_limits=[112,145]; cell_height=35.07; num_pixels_in_box=680; genealogy=4B
	frame=4; pos_in_GL=[4,8]; pixel_limits=[105,138]; cell_height=35.90; num_pixels_in_box=680; genealogy=4B
	frame=5; pos_in_GL=[4,8]; pixel_limits=[97,130]; cell_height=36.31; num_pixels_in_box=680; genealogy=4B
	frame=6; pos_in_GL=[4,8]; pixel_limits=[90,123]; cell_height=36.73; num_pixels_in_box=680; genealogy=4B
	frame=7; pos_in_GL=[3,7]; pixel_limits=[81,116]; cell_height=38.73; num_pixels_in_box=720; genealogy=4B
	frame=8; pos_in_GL=[3,8]; pixel_limits=[74,110]; cell_height=38.90; num_pixels_in_box=740; genealogy=4B
	frame=9; pos_in_GL=[3,8]; pixel_limits=[68,105]; cell_height=40.31; num_pixels_in_box=760; genealogy=4B
	frame=10; pos_in_GL=[3,8]; pixel_limits=[62,100]; cell_height=40.90; num_pixels_in_box=780; genealogy=4B
	frame=11; pos_in_GL=[2,8]; pixel_limits=[53,93]; cell_height=43.31; num_pixels_in_box=820; genealogy=4B
