/scicore/home/nimwegen/GROUP/MM_Data/Guillaume/20170327_GW339_temp/20170327_GW339_Pos5/output/20170327_GW339_Pos5_GL19
GLidx = 0
numCells = 255
numChannels = 3
imageHeight = 413

glHeight = 337

trackRegionInterval = [50,386]
id=0; pid=-1; birth_frame=-1; daughter_type=CELL#1
	frame=0; pos_in_GL=[7,7]; pixel_limits=[219,260]; cell_height=44.31; num_pixels_in_box=840; genealogy=1
	frame=1; pos_in_GL=[7,7]; pixel_limits=[221,263]; cell_height=45.31; num_pixels_in_box=860; genealogy=1
	frame=2; pos_in_GL=[7,7]; pixel_limits=[223,267]; cell_height=47.31; num_pixels_in_box=900; genealogy=1
	frame=3; pos_in_GL=[7,7]; pixel_limits=[225,270]; cell_height=49.14; num_pixels_in_box=920; genealogy=1
	frame=4; pos_in_GL=[7,7]; pixel_limits=[227,273]; cell_height=50.14; num_pixels_in_box=940; genealogy=1
	frame=5; pos_in_GL=[7,7]; pixel_limits=[229,276]; cell_height=48.66; num_pixels_in_box=960; genealogy=1
	frame=6; pos_in_GL=[7,7]; pixel_limits=[231,280]; cell_height=50.66; num_pixels_in_box=1000; genealogy=1
	frame=7; pos_in_GL=[7,7]; pixel_limits=[233,283]; cell_height=53.31; num_pixels_in_box=1020; genealogy=1
	frame=8; pos_in_GL=[7,7]; pixel_limits=[235,287]; cell_height=53.66; num_pixels_in_box=1060; genealogy=1
	frame=9; pos_in_GL=[7,7]; pixel_limits=[237,290]; cell_height=55.49; num_pixels_in_box=1080; genealogy=1
	frame=10; pos_in_GL=[6,6]; pixel_limits=[239,293]; cell_height=56.49; num_pixels_in_box=1100; genealogy=1
	frame=11; pos_in_GL=[6,6]; pixel_limits=[241,296]; cell_height=59.31; num_pixels_in_box=1120; genealogy=1
	frame=12; pos_in_GL=[6,6]; pixel_limits=[244,301]; cell_height=61.97; num_pixels_in_box=1160; genealogy=1
	frame=13; pos_in_GL=[6,6]; pixel_limits=[247,305]; cell_height=60.90; num_pixels_in_box=1180; genealogy=1
	frame=14; pos_in_GL=[8,8]; pixel_limits=[250,310]; cell_height=63.31; num_pixels_in_box=1220; genealogy=1
	frame=15; pos_in_GL=[8,8]; pixel_limits=[253,315]; cell_height=64.07; num_pixels_in_box=1260; genealogy=1
	frame=16; pos_in_GL=[8,8]; pixel_limits=[256,319]; cell_height=63.41; num_pixels_in_box=1280; genealogy=1
	frame=17; pos_in_GL=[8,8]; pixel_limits=[259,323]; cell_height=65.24; num_pixels_in_box=1300; genealogy=1
	DIVISION

id=1; pid=-1; birth_frame=-1; daughter_type=CELL#2
	frame=0; pos_in_GL=[6,7]; pixel_limits=[176,217]; cell_height=42.66; num_pixels_in_box=840; genealogy=2
	frame=1; pos_in_GL=[6,7]; pixel_limits=[176,219]; cell_height=43.83; num_pixels_in_box=880; genealogy=2
	frame=2; pos_in_GL=[6,7]; pixel_limits=[178,221]; cell_height=44.66; num_pixels_in_box=880; genealogy=2
	frame=3; pos_in_GL=[6,7]; pixel_limits=[179,223]; cell_height=45.24; num_pixels_in_box=900; genealogy=2
	frame=4; pos_in_GL=[6,7]; pixel_limits=[180,225]; cell_height=47.49; num_pixels_in_box=920; genealogy=2
	frame=5; pos_in_GL=[6,7]; pixel_limits=[181,227]; cell_height=48.49; num_pixels_in_box=940; genealogy=2
	frame=6; pos_in_GL=[6,7]; pixel_limits=[182,229]; cell_height=49.49; num_pixels_in_box=960; genealogy=2
	frame=7; pos_in_GL=[6,7]; pixel_limits=[183,231]; cell_height=51.31; num_pixels_in_box=980; genealogy=2
	frame=8; pos_in_GL=[6,7]; pixel_limits=[184,232]; cell_height=50.90; num_pixels_in_box=980; genealogy=2
	frame=9; pos_in_GL=[6,7]; pixel_limits=[185,235]; cell_height=54.14; num_pixels_in_box=1020; genealogy=2
	frame=10; pos_in_GL=[5,6]; pixel_limits=[186,237]; cell_height=54.31; num_pixels_in_box=1040; genealogy=2
	frame=11; pos_in_GL=[5,6]; pixel_limits=[187,239]; cell_height=55.31; num_pixels_in_box=1060; genealogy=2
	frame=12; pos_in_GL=[5,6]; pixel_limits=[189,242]; cell_height=56.31; num_pixels_in_box=1080; genealogy=2
	frame=13; pos_in_GL=[5,6]; pixel_limits=[190,245]; cell_height=58.31; num_pixels_in_box=1120; genealogy=2
	DIVISION

id=2; pid=-1; birth_frame=-1; daughter_type=CELL#3
	frame=0; pos_in_GL=[5,7]; pixel_limits=[147,174]; cell_height=28.66; num_pixels_in_box=560; genealogy=3
	frame=1; pos_in_GL=[5,7]; pixel_limits=[147,174]; cell_height=28.66; num_pixels_in_box=560; genealogy=3
	frame=2; pos_in_GL=[5,7]; pixel_limits=[148,176]; cell_height=28.83; num_pixels_in_box=580; genealogy=3
	frame=3; pos_in_GL=[5,7]; pixel_limits=[149,177]; cell_height=28.83; num_pixels_in_box=580; genealogy=3
	frame=4; pos_in_GL=[5,7]; pixel_limits=[149,178]; cell_height=29.83; num_pixels_in_box=600; genealogy=3
	frame=5; pos_in_GL=[5,7]; pixel_limits=[150,179]; cell_height=30.66; num_pixels_in_box=600; genealogy=3
	frame=6; pos_in_GL=[5,7]; pixel_limits=[151,180]; cell_height=30.66; num_pixels_in_box=600; genealogy=3
	frame=7; pos_in_GL=[5,7]; pixel_limits=[152,181]; cell_height=30.24; num_pixels_in_box=600; genealogy=3
	frame=8; pos_in_GL=[5,7]; pixel_limits=[153,182]; cell_height=30.66; num_pixels_in_box=600; genealogy=3
	frame=9; pos_in_GL=[5,7]; pixel_limits=[153,183]; cell_height=32.07; num_pixels_in_box=620; genealogy=3
	frame=10; pos_in_GL=[4,6]; pixel_limits=[153,184]; cell_height=33.07; num_pixels_in_box=640; genealogy=3
	frame=11; pos_in_GL=[4,6]; pixel_limits=[154,185]; cell_height=31.41; num_pixels_in_box=640; genealogy=3
	frame=12; pos_in_GL=[4,6]; pixel_limits=[155,187]; cell_height=32.41; num_pixels_in_box=660; genealogy=3
	frame=13; pos_in_GL=[4,6]; pixel_limits=[156,188]; cell_height=36.14; num_pixels_in_box=660; genealogy=3
	frame=14; pos_in_GL=[5,8]; pixel_limits=[157,189]; cell_height=34.07; num_pixels_in_box=660; genealogy=3
	frame=15; pos_in_GL=[5,8]; pixel_limits=[158,192]; cell_height=36.07; num_pixels_in_box=700; genealogy=3
	frame=16; pos_in_GL=[5,8]; pixel_limits=[159,193]; cell_height=34.83; num_pixels_in_box=700; genealogy=3
	frame=17; pos_in_GL=[5,8]; pixel_limits=[160,195]; cell_height=35.41; num_pixels_in_box=720; genealogy=3
	frame=18; pos_in_GL=[6,10]; pixel_limits=[162,197]; cell_height=35.41; num_pixels_in_box=720; genealogy=3
	frame=19; pos_in_GL=[6,10]; pixel_limits=[163,198]; cell_height=37.07; num_pixels_in_box=720; genealogy=3
	frame=20; pos_in_GL=[6,10]; pixel_limits=[163,199]; cell_height=36.41; num_pixels_in_box=740; genealogy=3
	frame=21; pos_in_GL=[5,9]; pixel_limits=[161,198]; cell_height=37.83; num_pixels_in_box=760; genealogy=3
	frame=22; pos_in_GL=[5,9]; pixel_limits=[159,196]; cell_height=37.41; num_pixels_in_box=760; genealogy=3
	frame=23; pos_in_GL=[5,9]; pixel_limits=[157,194]; cell_height=39.07; num_pixels_in_box=760; genealogy=3
	frame=24; pos_in_GL=[5,9]; pixel_limits=[154,192]; cell_height=40.07; num_pixels_in_box=780; genealogy=3
	frame=25; pos_in_GL=[5,9]; pixel_limits=[151,189]; cell_height=40.07; num_pixels_in_box=780; genealogy=3
	frame=26; pos_in_GL=[5,9]; pixel_limits=[148,187]; cell_height=43.14; num_pixels_in_box=800; genealogy=3
	frame=27; pos_in_GL=[5,9]; pixel_limits=[146,185]; cell_height=42.73; num_pixels_in_box=800; genealogy=3
	frame=28; pos_in_GL=[4,8]; pixel_limits=[143,183]; cell_height=42.49; num_pixels_in_box=820; genealogy=3
	frame=29; pos_in_GL=[4,8]; pixel_limits=[140,180]; cell_height=41.24; num_pixels_in_box=820; genealogy=3
	frame=30; pos_in_GL=[4,8]; pixel_limits=[138,179]; cell_height=45.97; num_pixels_in_box=840; genealogy=3
	frame=31; pos_in_GL=[4,8]; pixel_limits=[135,176]; cell_height=44.31; num_pixels_in_box=840; genealogy=3
	frame=32; pos_in_GL=[4,8]; pixel_limits=[132,173]; cell_height=43.07; num_pixels_in_box=840; genealogy=3
	frame=33; pos_in_GL=[4,8]; pixel_limits=[130,171]; cell_height=44.31; num_pixels_in_box=840; genealogy=3
	frame=34; pos_in_GL=[4,8]; pixel_limits=[125,168]; cell_height=46.31; num_pixels_in_box=880; genealogy=3
	frame=35; pos_in_GL=[3,7]; pixel_limits=[122,165]; cell_height=45.49; num_pixels_in_box=880; genealogy=3
	frame=36; pos_in_GL=[3,7]; pixel_limits=[118,163]; cell_height=49.14; num_pixels_in_box=920; genealogy=3
	frame=37; pos_in_GL=[3,7]; pixel_limits=[114,160]; cell_height=47.66; num_pixels_in_box=940; genealogy=3
	frame=38; pos_in_GL=[3,7]; pixel_limits=[110,156]; cell_height=49.31; num_pixels_in_box=940; genealogy=3
	frame=39; pos_in_GL=[3,7]; pixel_limits=[106,153]; cell_height=50.73; num_pixels_in_box=960; genealogy=3
	frame=40; pos_in_GL=[3,7]; pixel_limits=[103,151]; cell_height=50.07; num_pixels_in_box=980; genealogy=3
	frame=41; pos_in_GL=[3,7]; pixel_limits=[99,147]; cell_height=48.83; num_pixels_in_box=980; genealogy=3
	frame=42; pos_in_GL=[3,7]; pixel_limits=[95,144]; cell_height=50.24; num_pixels_in_box=1000; genealogy=3
	frame=43; pos_in_GL=[2,6]; pixel_limits=[90,141]; cell_height=51.83; num_pixels_in_box=1040; genealogy=3
	frame=44; pos_in_GL=[2,6]; pixel_limits=[86,138]; cell_height=52.83; num_pixels_in_box=1060; genealogy=3
	frame=45; pos_in_GL=[3,7]; pixel_limits=[81,135]; cell_height=54.83; num_pixels_in_box=1100; genealogy=3
	frame=46; pos_in_GL=[3,7]; pixel_limits=[76,131]; cell_height=56.66; num_pixels_in_box=1120; genealogy=3
	DIVISION

id=3; pid=-1; birth_frame=-1; daughter_type=CELL#4
	frame=0; pos_in_GL=[4,7]; pixel_limits=[116,145]; cell_height=30.24; num_pixels_in_box=600; genealogy=4
	frame=1; pos_in_GL=[4,7]; pixel_limits=[116,145]; cell_height=32.31; num_pixels_in_box=600; genealogy=4
	frame=2; pos_in_GL=[4,7]; pixel_limits=[116,146]; cell_height=32.07; num_pixels_in_box=620; genealogy=4
	frame=3; pos_in_GL=[4,7]; pixel_limits=[116,147]; cell_height=34.31; num_pixels_in_box=640; genealogy=4
	frame=4; pos_in_GL=[4,7]; pixel_limits=[116,147]; cell_height=31.83; num_pixels_in_box=640; genealogy=4
	frame=5; pos_in_GL=[4,7]; pixel_limits=[116,148]; cell_height=33.66; num_pixels_in_box=660; genealogy=4
	frame=6; pos_in_GL=[4,7]; pixel_limits=[116,149]; cell_height=35.49; num_pixels_in_box=680; genealogy=4
	frame=7; pos_in_GL=[4,7]; pixel_limits=[116,150]; cell_height=34.00; num_pixels_in_box=700; genealogy=4
	frame=8; pos_in_GL=[4,7]; pixel_limits=[116,151]; cell_height=35.83; num_pixels_in_box=720; genealogy=4
	frame=9; pos_in_GL=[4,7]; pixel_limits=[116,151]; cell_height=35.00; num_pixels_in_box=720; genealogy=4
	frame=10; pos_in_GL=[3,6]; pixel_limits=[116,151]; cell_height=35.83; num_pixels_in_box=720; genealogy=4
	frame=11; pos_in_GL=[3,6]; pixel_limits=[116,152]; cell_height=36.41; num_pixels_in_box=740; genealogy=4
	frame=12; pos_in_GL=[3,6]; pixel_limits=[116,153]; cell_height=39.07; num_pixels_in_box=760; genealogy=4
	frame=13; pos_in_GL=[3,6]; pixel_limits=[116,154]; cell_height=38.83; num_pixels_in_box=780; genealogy=4
	frame=14; pos_in_GL=[4,8]; pixel_limits=[116,155]; cell_height=41.49; num_pixels_in_box=800; genealogy=4
	frame=15; pos_in_GL=[4,8]; pixel_limits=[117,156]; cell_height=41.07; num_pixels_in_box=800; genealogy=4
	frame=16; pos_in_GL=[4,8]; pixel_limits=[117,157]; cell_height=42.49; num_pixels_in_box=820; genealogy=4
	frame=17; pos_in_GL=[4,8]; pixel_limits=[118,158]; cell_height=43.31; num_pixels_in_box=820; genealogy=4
	frame=18; pos_in_GL=[5,10]; pixel_limits=[118,160]; cell_height=44.49; num_pixels_in_box=860; genealogy=4
	frame=19; pos_in_GL=[5,10]; pixel_limits=[119,161]; cell_height=44.07; num_pixels_in_box=860; genealogy=4
	frame=20; pos_in_GL=[5,10]; pixel_limits=[118,161]; cell_height=47.14; num_pixels_in_box=880; genealogy=4
	frame=21; pos_in_GL=[4,9]; pixel_limits=[116,159]; cell_height=46.31; num_pixels_in_box=880; genealogy=4
	frame=22; pos_in_GL=[4,9]; pixel_limits=[114,157]; cell_height=46.31; num_pixels_in_box=880; genealogy=4
	frame=23; pos_in_GL=[4,9]; pixel_limits=[110,155]; cell_height=49.14; num_pixels_in_box=920; genealogy=4
	frame=24; pos_in_GL=[4,9]; pixel_limits=[106,152]; cell_height=48.07; num_pixels_in_box=940; genealogy=4
	frame=25; pos_in_GL=[4,9]; pixel_limits=[103,149]; cell_height=50.56; num_pixels_in_box=940; genealogy=4
	frame=26; pos_in_GL=[4,9]; pixel_limits=[98,146]; cell_height=48.41; num_pixels_in_box=980; genealogy=4
	frame=27; pos_in_GL=[4,9]; pixel_limits=[95,144]; cell_height=50.66; num_pixels_in_box=1000; genealogy=4
	frame=28; pos_in_GL=[3,8]; pixel_limits=[92,141]; cell_height=51.49; num_pixels_in_box=1000; genealogy=4
	frame=29; pos_in_GL=[3,8]; pixel_limits=[88,138]; cell_height=51.66; num_pixels_in_box=1020; genealogy=4
	frame=30; pos_in_GL=[3,8]; pixel_limits=[85,136]; cell_height=53.07; num_pixels_in_box=1040; genealogy=4
	frame=31; pos_in_GL=[3,8]; pixel_limits=[81,133]; cell_height=55.31; num_pixels_in_box=1060; genealogy=4
	frame=32; pos_in_GL=[3,8]; pixel_limits=[76,129]; cell_height=57.14; num_pixels_in_box=1080; genealogy=4
	frame=33; pos_in_GL=[3,8]; pixel_limits=[73,127]; cell_height=58.14; num_pixels_in_box=1100; genealogy=4
	frame=34; pos_in_GL=[3,8]; pixel_limits=[67,123]; cell_height=57.24; num_pixels_in_box=1140; genealogy=4
	frame=35; pos_in_GL=[2,7]; pixel_limits=[63,119]; cell_height=60.56; num_pixels_in_box=1140; genealogy=4
	frame=36; pos_in_GL=[2,7]; pixel_limits=[58,116]; cell_height=60.07; num_pixels_in_box=1180; genealogy=4
	frame=37; pos_in_GL=[2,7]; pixel_limits=[52,112]; cell_height=62.49; num_pixels_in_box=1220; genealogy=4
	frame=38; pos_in_GL=[2,7]; pixel_limits=[45,108]; cell_height=67.14; num_pixels_in_box=1280; genealogy=4
	frame=39; pos_in_GL=[2,7]; pixel_limits=[39,103]; cell_height=71.46; num_pixels_in_box=1300; genealogy=4
	frame=40; pos_in_GL=[2,7]; pixel_limits=[34,100]; cell_height=70.97; num_pixels_in_box=1340; genealogy=4
	frame=41; pos_in_GL=[2,7]; pixel_limits=[27,96]; cell_height=70.24; num_pixels_in_box=1400; genealogy=4
	frame=42; pos_in_GL=[2,7]; pixel_limits=[21,92]; cell_height=73.07; num_pixels_in_box=1440; genealogy=4
	frame=43; pos_in_GL=[1,6]; pixel_limits=[0,87]; cell_height=91.56; num_pixels_in_box=1760; genealogy=4
	frame=44; pos_in_GL=[1,6]; pixel_limits=[0,83]; cell_height=85.49; num_pixels_in_box=1680; genealogy=4
	DIVISION

id=4; pid=-1; birth_frame=-1; daughter_type=CELL#5
	frame=0; pos_in_GL=[3,7]; pixel_limits=[75,113]; cell_height=38.41; num_pixels_in_box=780; genealogy=5
	frame=1; pos_in_GL=[3,7]; pixel_limits=[74,113]; cell_height=39.41; num_pixels_in_box=800; genealogy=5
	frame=2; pos_in_GL=[3,7]; pixel_limits=[73,113]; cell_height=40.41; num_pixels_in_box=820; genealogy=5
	frame=3; pos_in_GL=[3,7]; pixel_limits=[72,113]; cell_height=41.41; num_pixels_in_box=840; genealogy=5
	frame=4; pos_in_GL=[3,7]; pixel_limits=[71,113]; cell_height=42.41; num_pixels_in_box=860; genealogy=5
	frame=5; pos_in_GL=[3,7]; pixel_limits=[70,113]; cell_height=43.41; num_pixels_in_box=880; genealogy=5
	frame=6; pos_in_GL=[3,7]; pixel_limits=[69,113]; cell_height=44.41; num_pixels_in_box=900; genealogy=5
	frame=7; pos_in_GL=[3,7]; pixel_limits=[68,114]; cell_height=46.41; num_pixels_in_box=940; genealogy=5
	frame=8; pos_in_GL=[3,7]; pixel_limits=[67,114]; cell_height=47.41; num_pixels_in_box=960; genealogy=5
	frame=9; pos_in_GL=[3,7]; pixel_limits=[66,114]; cell_height=48.41; num_pixels_in_box=980; genealogy=5
	frame=10; pos_in_GL=[2,6]; pixel_limits=[65,114]; cell_height=49.41; num_pixels_in_box=1000; genealogy=5
	frame=11; pos_in_GL=[2,6]; pixel_limits=[63,114]; cell_height=51.41; num_pixels_in_box=1040; genealogy=5
	frame=12; pos_in_GL=[2,6]; pixel_limits=[61,114]; cell_height=54.24; num_pixels_in_box=1080; genealogy=5
	frame=13; pos_in_GL=[2,6]; pixel_limits=[60,114]; cell_height=55.24; num_pixels_in_box=1100; genealogy=5
	DIVISION

id=5; pid=-1; birth_frame=-1; daughter_type=CELL#6
	frame=0; pos_in_GL=[2,7]; pixel_limits=[40,73]; cell_height=33.41; num_pixels_in_box=680; genealogy=6
	frame=1; pos_in_GL=[2,7]; pixel_limits=[38,72]; cell_height=34.41; num_pixels_in_box=700; genealogy=6
	frame=2; pos_in_GL=[2,7]; pixel_limits=[37,71]; cell_height=34.41; num_pixels_in_box=700; genealogy=6
	frame=3; pos_in_GL=[2,7]; pixel_limits=[35,70]; cell_height=35.41; num_pixels_in_box=720; genealogy=6
	frame=4; pos_in_GL=[2,7]; pixel_limits=[32,69]; cell_height=37.41; num_pixels_in_box=760; genealogy=6
	frame=5; pos_in_GL=[2,7]; pixel_limits=[30,68]; cell_height=38.41; num_pixels_in_box=780; genealogy=6
	frame=6; pos_in_GL=[2,7]; pixel_limits=[29,67]; cell_height=39.24; num_pixels_in_box=780; genealogy=6
	frame=7; pos_in_GL=[2,7]; pixel_limits=[27,66]; cell_height=40.24; num_pixels_in_box=800; genealogy=6
	frame=8; pos_in_GL=[2,7]; pixel_limits=[24,65]; cell_height=42.24; num_pixels_in_box=840; genealogy=6
	frame=9; pos_in_GL=[2,7]; pixel_limits=[22,64]; cell_height=43.24; num_pixels_in_box=860; genealogy=6
	frame=10; pos_in_GL=[1,6]; pixel_limits=[0,62]; cell_height=65.73; num_pixels_in_box=1260; genealogy=6
	frame=11; pos_in_GL=[1,6]; pixel_limits=[0,60]; cell_height=62.90; num_pixels_in_box=1220; genealogy=6
	frame=12; pos_in_GL=[1,6]; pixel_limits=[0,59]; cell_height=62.73; num_pixels_in_box=1200; genealogy=6
	frame=13; pos_in_GL=[1,6]; pixel_limits=[0,58]; cell_height=60.90; num_pixels_in_box=1180; genealogy=6
	frame=14; pos_in_GL=[1,8]; pixel_limits=[0,56]; cell_height=60.56; num_pixels_in_box=1140; genealogy=6
	frame=15; pos_in_GL=[1,8]; pixel_limits=[0,55]; cell_height=57.07; num_pixels_in_box=1120; genealogy=6
	frame=16; pos_in_GL=[1,8]; pixel_limits=[0,54]; cell_height=54.41; num_pixels_in_box=1100; genealogy=6
	frame=17; pos_in_GL=[1,8]; pixel_limits=[0,54]; cell_height=56.07; num_pixels_in_box=1100; genealogy=6
	DIVISION

id=6; pid=-1; birth_frame=-1; daughter_type=CELL#7
	frame=0; pos_in_GL=[1,7]; pixel_limits=[0,38]; cell_height=38.83; num_pixels_in_box=780; genealogy=7
	frame=1; pos_in_GL=[1,7]; pixel_limits=[2,36]; cell_height=34.00; num_pixels_in_box=700; genealogy=7
	frame=2; pos_in_GL=[1,7]; pixel_limits=[5,35]; cell_height=30.00; num_pixels_in_box=620; genealogy=7
	frame=3; pos_in_GL=[1,7]; pixel_limits=[5,33]; cell_height=28.83; num_pixels_in_box=580; genealogy=7
	frame=4; pos_in_GL=[1,7]; pixel_limits=[4,30]; cell_height=26.00; num_pixels_in_box=540; genealogy=7
	frame=5; pos_in_GL=[1,7]; pixel_limits=[3,28]; cell_height=25.83; num_pixels_in_box=520; genealogy=7
	frame=6; pos_in_GL=[1,7]; pixel_limits=[2,27]; cell_height=25.00; num_pixels_in_box=520; genealogy=7
	frame=7; pos_in_GL=[1,7]; pixel_limits=[0,25]; cell_height=25.00; num_pixels_in_box=520; genealogy=7
	frame=8; pos_in_GL=[1,7]; pixel_limits=[0,22]; cell_height=24.49; num_pixels_in_box=460; genealogy=7
	frame=9; pos_in_GL=[1,7]; pixel_limits=[0,20]; cell_height=20.83; num_pixels_in_box=420; genealogy=7
	EXIT

id=7; pid=1; birth_frame=14; daughter_type=BOTTOM
	frame=14; pos_in_GL=[7,8]; pixel_limits=[221,247]; cell_height=27.66; num_pixels_in_box=540; genealogy=2B
	frame=15; pos_in_GL=[7,8]; pixel_limits=[224,250]; cell_height=27.24; num_pixels_in_box=540; genealogy=2B
	frame=16; pos_in_GL=[7,8]; pixel_limits=[226,254]; cell_height=28.83; num_pixels_in_box=580; genealogy=2B
	frame=17; pos_in_GL=[7,8]; pixel_limits=[228,256]; cell_height=30.49; num_pixels_in_box=580; genealogy=2B
	frame=18; pos_in_GL=[8,10]; pixel_limits=[230,258]; cell_height=29.66; num_pixels_in_box=580; genealogy=2B
	frame=19; pos_in_GL=[8,10]; pixel_limits=[232,261]; cell_height=29.41; num_pixels_in_box=600; genealogy=2B
	frame=20; pos_in_GL=[8,10]; pixel_limits=[233,262]; cell_height=31.07; num_pixels_in_box=600; genealogy=2B
	frame=21; pos_in_GL=[7,9]; pixel_limits=[232,262]; cell_height=32.49; num_pixels_in_box=620; genealogy=2B
